id,Name,Platform,Year,Genre,Publisher,Developer,Critic_Score,User_Score,NA_Sales,EU_Sales,JP_Sales,Other_Sales,Global_Sales,Card_image,Full_image
466,"Colin McRae Rally",PS,2000,Racing,"Sony Computer Entertainment  ","Codemasters  ",7.9,0,0.09,2.43,0.12,0.22,2.87,https://www.vgchartz.com/games/boxart/1095737ccc.jpg,https://www.vgchartz.com/games/banners/colin-mcrae-rally_banner60.jpg
467,"Wii Music",Wii,2008,Music,"Nintendo  ","Nintendo EAD  ",5.6,0,1.35,1.12,0.46,0.32,3.25,https://www.vgchartz.com/games/boxart/full_5220393AmericaFrontccc.jpg,https://www.vgchartz.com/games/banners/wii-music_banner54.jpg
468,"The Elder Scrolls III: Morrowind",XB,2002,Role-Playing,"Bethesda Softworks  ","Bethesda Softworks  ",8.2,0,2.09,0.63,0.03,0.11,2.86,https://www.vgchartz.com/games/boxart/full_8846589AmericaFrontccc.jpg,https://www.vgchartz.com/games/banners/the-elder-scrolls-iii-morrowind_banner40.jpg
469,"Assassin's Creed: Brotherhood",PS3,2010,Action,"Ubisoft  ","Ubisoft Montreal  ",9.1,0,1.87,0.57,0.11,0.3,2.85,https://www.vgchartz.com/games/boxart/full_assassins-creed-brotherhood_2AmericaFront.jpg,https://www.vgchartz.com/games/banners/assassins-creed-brotherhood_banner13.jpg
470,F-Zero,SNES,1991,Racing,"Nintendo  ","Nintendo EAD  ",0,0,1.37,0.51,0.89,0.07,2.85,https://www.vgchartz.com/games/boxart/8573755ccc.jpg,https://www.vgchartz.com/games/banners/f-zero_banner43.jpg
471,"Yoshi's Story",N64,1998,Platform,"Nintendo  ","Nintendo EAD  ",0,0,1.29,0.53,0.98,0.05,2.85,https://www.vgchartz.com/games/boxart/full_9030369AmericaFrontccc.jpg,https://www.vgchartz.com/games/banners/yoshis-story_banner22.jpg
472,"Metroid Prime",GC,2002,Shooter,"Nintendo  ","Retro Studios  ",9.6,9.5,1.96,0.67,0.1,0.09,2.82,https://www.vgchartz.com/games/boxart/full_7993633AmericaFrontccc.jpg,https://www.vgchartz.com/games/banners/metroid-prime_banner40.jpg
473,BioShock,X360,2007,Shooter,"2K Games  ","2K Australia / 2K Boston  ",9.6,9.5,1.65,0.85,0.05,0.28,2.83,https://www.vgchartz.com/games/boxart/full_9365862AmericaFrontccc.jpg,https://www.vgchartz.com/games/banners/bioshock_banner39.jpg
474,"Yoshi's Island: Super Mario Advance 3",GBA,2002,Platform,"Nintendo  ","Nintendo EAD  ",0,0,1.75,0.45,0.62,0.09,2.91,https://www.vgchartz.com/games/boxart/1372617ccc.jpg,https://www.vgchartz.com/games/banners/yoshis-island-super-mario-advance-3_banner93.jpg
475,"WWE SmackDown! vs. Raw",PS2,2004,Fighting,"THQ  ","Yuke's  ",0,0,1.32,1.08,0.04,0.39,2.83,https://www.vgchartz.com/games/boxart/full_8442419AmericaFrontccc.jpg,https://www.vgchartz.com/games/banners/13111666534ccc.png
476,"Finding Nemo",GBA,2003,Platform,"THQ  ","Vicarious Visions  ",7,0,1.59,1.05,0.04,0.14,2.82,https://www.vgchartz.com/games/boxart/1775518ccc.jpg,https://www.vgchartz.com/games/banners/finding-nemo_banner58.jpg
477,"Medal of Honor",PS3,2010,Shooter,"Electronic Arts  ","EA Los Angeles  ",7,0,1.28,1.04,0.07,0.43,2.82,https://www.vgchartz.com/games/boxart/full_medal-of-honor_7AmericaFront.jpg,https://www.vgchartz.com/games/banners/medal-of-honor_banner83.jpg
478,"Diablo III: Ultimate Evil Edition",PS4,2014,Role-Playing,"Blizzard Entertainment  ","Blizzard Entertainment  ",0,0,0.83,1.48,0.08,0.44,2.82,https://www.vgchartz.com/games/boxart/full_3702821AmericaFrontccc.jpg,https://www.vgchartz.com/games/banners/612095371538ccc.jpg
479,"The Legend of Zelda: A Link to the Past",GBA,2002,Adventure,"Nintendo  ","Flagship Co., Ltd. / Nintendo EAD  ",9.6,0,1.75,0.52,0.33,0.1,2.7,https://www.vgchartz.com/games/boxart/1424182ccc.jpg,https://www.vgchartz.com/games/banners/the-legend-of-zelda-a-link-to-the-past_banner26.jpg
480,"Gran Turismo (PSP)",PSN,2009,Racing,"Sony Computer Entertainment  ","Polyphony Digital  ",7.8,0,0.43,0.91,0.31,1.16,2.82,https://www.vgchartz.com/games/boxart/full_6200859AmericaFrontccc.png,https://www.vgchartz.com/games/banners/gran-turismo-psp_banner91.jpg
481,"Need for Speed: Hot Pursuit",PS3,2010,Racing,"Electronic Arts  ","Criterion Games  ",8.9,0,1.05,1.24,0.03,0.49,2.81,https://www.vgchartz.com/games/boxart/full_need-for-speed-hot-pursuit_607AmericaFront.jpg,https://www.vgchartz.com/games/banners/need-for-speed-hot-pursuit_banner97.jpg
482,"Killzone 3",PS3,2011,Shooter,"Sony Computer Entertainment  ","Guerrilla Games  ",8.2,0,1.46,0.87,0.09,0.38,2.81,https://www.vgchartz.com/games/boxart/full_killzone-3_569AmericaFront.jpg,https://www.vgchartz.com/games/banners/killzone-3_banner73.jpg
483,"Madden NFL 07",PS2,2006,Sports,"EA Sports  ","EA Tiburon  ",8.5,0,3.63,0.24,0.01,0.61,4.49,https://www.vgchartz.com/games/boxart/full_7550775AmericaFrontccc.jpg,https://www.vgchartz.com/games/banners/madden-nfl-07_banner14.jpg
484,"Hot Shots Golf",PS,1998,Sports,"Sony Computer Entertainment  ","Camelot Software Planning  ",0,0,0.29,0.2,2.13,0.18,2.79,https://www.vgchartz.com/games/boxart/full_2372930AmericaFrontccc.jpg,https://www.vgchartz.com/games/banners/11651323222ccc.png
485,"WWF SmackDown! Just Bring It",PS2,2001,Fighting,"THQ  ","Yuke's  ",0,0,1.19,1.15,0.04,0.41,2.79,https://www.vgchartz.com/games/boxart/3813512ccc.jpg,https://www.vgchartz.com/games/banners/44725992744ccc.jpg
486,"Saints Row: The Third",X360,2011,Action,"THQ  ","Volition Inc.  ",8.3,0,1.26,1.14,0.07,0.3,2.77,https://www.vgchartz.com/games/boxart/full_saints-row-the-third_291AmericaFront.jpg,https://www.vgchartz.com/games/banners/saints-row-the-third_banner54.png
487,"Tekken 7",PS4,2017,Fighting,"Namco Bandai Games  ","Namco Bandai Games  ",0,0,0.6,0.72,0.12,0.26,1.7,https://www.vgchartz.com/games/boxart/full_3410696AmericaFrontccc.jpg,https://www.vgchartz.com/games/banners/540175485260ccc.jpg
488,"Resident Evil",PS,1996,Action,"Capcom  ","Capcom  ",8.6,0,2.05,1.16,1.11,0.73,5.05,https://www.vgchartz.com/games/boxart/full_500413AmericaFrontccc.jpg,https://www.vgchartz.com/games/banners/resident-evil_banner17.jpg
489,"Need for Speed: Most Wanted (2012)",PS3,2012,Racing,"Electronic Arts  ","Criterion Games  ",0,0,0.71,1.52,0.06,0.45,2.74,https://www.vgchartz.com/games/boxart/full_7001861AmericaFrontccc.jpg,https://www.vgchartz.com/games/banners/992993170934ccc.jpg
490,"Tetris DS",DS,2006,Puzzle,"Nintendo  ","Nintendo  ",8.5,0,0.63,0.05,1.35,0.08,2.11,https://www.vgchartz.com/games/boxart/1410269ccc.jpg,https://www.vgchartz.com/games/banners/tetris-ds_banner50.jpg
491,"L.A. Noire",X360,2011,Adventure,"Rockstar Games  ","Team Bondi  ",9.1,0,1.55,0.92,0.02,0.24,2.73,https://www.vgchartz.com/games/boxart/full_la-noire_47AmericaFront.jpg,https://www.vgchartz.com/games/banners/la-noire_banner87.jpg
492,Metroid,NES,1987,Adventure,"Nintendo  ","Nintendo R&D1  ",0,0,1.33,0.31,1.04,0.05,2.73,https://www.vgchartz.com/games/boxart/8015695ccc.jpg,https://www.vgchartz.com/games/banners/metroid_banner3.png
493,"Far Cry: Primal",PS4,2016,Action-Adventure,"Ubisoft  ","Ubisoft Montreal  ",7.2,0,0.63,1.61,0.07,0.41,2.73,https://www.vgchartz.com/games/boxart/full_7928945AmericaFrontccc.jpg,https://www.vgchartz.com/games/banners/860469385944ccc.jpg
494,"Need for Speed (2015)",PS4,2015,Racing,"Electronic Arts  ","Ghost Games  ",7,0,0.59,1.66,0.06,0.41,2.72,https://www.vgchartz.com/games/boxart/full_3739493AmericaFrontccc.jpg,https://www.vgchartz.com/games/banners/393794085621ccc.jpg
495,"World Soccer Winning Eleven 7 International",PS2,2004,Sports,"Konami  ","Konami Computer Entertainment Tokyo  ",9.2,0,0.08,1.24,1.13,0.45,2.9,https://www.vgchartz.com/games/boxart/1724837ccc.jpg,https://www.vgchartz.com/games/banners/world-soccer-winning-eleven-7-international_banner85.jpg
496,"Mario Party",N64,1999,Misc,"Nintendo  ","Hudson Soft  ",7.6,0,1.25,0.53,0.87,0.05,2.7,https://www.vgchartz.com/games/boxart/2276753ccc.jpg,https://www.vgchartz.com/games/banners/mario-party_banner10.jpg
497,"Call of Duty 3",X360,2006,Shooter,"Activision  ","Treyarch  ",8,8.4,1.49,0.92,0.02,0.27,2.7,https://www.vgchartz.com/games/boxart/full_5803786AmericaFrontccc.jpg,https://www.vgchartz.com/games/banners/call-of-duty-3_banner59.jpg
498,"LEGO Star Wars II: The Original Trilogy",PS2,2006,Action,"LucasArts  ","Traveller's Tales  ",8.4,0,1.85,0.64,0.01,0.19,2.69,https://www.vgchartz.com/games/boxart/full_4362003AmericaFrontccc.jpg,https://www.vgchartz.com/games/banners/lego-star-wars-ii-the-original-trilogy_banner23.jpg
499,"Dragon Ball: Xenoverse 2",PS4,2016,Action,"Namco Bandai Games  ","Dimps Corporation  ",7.1,0,0.54,0.59,0.14,0.23,1.5,https://www.vgchartz.com/games/boxart/full_1341854AmericaFrontccc.jpg,https://www.vgchartz.com/games/banners/655863122286ccc.png
500,"Call of Duty 2: Big Red One",PS2,2005,Shooter,"Activision  ","Treyarch  ",8.5,0,1.48,0.92,0.01,0.26,2.67,https://www.vgchartz.com/games/boxart/full_5747566AmericaFrontccc.jpg,https://www.vgchartz.com/games/banners/call-of-duty-2-big-red-one_banner54.jpg
501,"Final Fantasy XIII-2",PS3,2012,Role-Playing,"Square Enix  ","Square Enix  ",0,0,0.78,0.75,0.89,0.23,2.66,https://www.vgchartz.com/games/boxart/full_final-fantasy-xiii-2_763AmericaFront.png,https://www.vgchartz.com/games/banners/final-fantasy-xiii-2_banner36.jpg
502,"Medal of Honor Heroes",PSP,2006,Shooter,"Electronic Arts  ","Team Fusion  ",6.7,0,0.86,1.11,0.01,0.67,2.66,https://www.vgchartz.com/games/boxart/full_581426AmericaFrontccc.jpg,https://www.vgchartz.com/games/banners/medal-of-honor-heroes_banner81.jpg
503,"Need for Speed: Shift",PS3,2009,Racing,"Electronic Arts  ","Slightly Mad Studios  ",8.2,0,0.69,1.4,0.04,0.52,2.65,https://www.vgchartz.com/games/boxart/full_6385284AmericaFrontccc.jpg,https://www.vgchartz.com/games/banners/need-for-speed-shift_banner96.png
504,"Donkey Kong Country: Tropical Freeze",NS,2018,Platform,"Nintendo  ","Retro Studios  ",9.1,9.1,0.71,0.61,0.26,0.12,1.69,https://www.vgchartz.com/games/boxart/full_2418105AmericaFrontccc.jpg,https://www.vgchartz.com/games/banners/7255284220635ccc.png
505,"Mario & Luigi: Dream Team",3DS,2013,Role-Playing,"Nintendo  ","AlphaDream Corporation  ",8,0,0.95,0.75,0.47,0.16,2.33,https://www.vgchartz.com/games/boxart/full_5914705AmericaFrontccc.png,https://www.vgchartz.com/games/banners/750418272017ccc.png
506,"Star Wars: Shadows of the Empire",N64,1996,Action,"Nintendo  ","LucasArts  ",0,0,2,0.5,0.12,0.03,2.65,https://www.vgchartz.com/games/boxart/full_9057074AmericaFrontccc.jpg,https://www.vgchartz.com/games/banners/star-wars-shadows-of-the-empire_banner60.jpg
507,"Ace Combat 04: Shattered Skies",PS2,2001,Simulation,"Namco  ","Namco  ",8.9,0,2.06,0.56,0.38,0.17,3.17,https://www.vgchartz.com/games/boxart/9672735ccc.jpg,https://www.vgchartz.com/games/banners/ace-combat-04-shattered-skies_banner69.jpg
508,"Medal of Honor",X360,2010,Shooter,"Electronic Arts  ","EA Los Angeles  ",7.3,0,1.58,0.8,0.04,0.22,2.64,https://www.vgchartz.com/games/boxart/full_medal-of-honor_1AmericaFront.jpg,https://www.vgchartz.com/games/banners/medal-of-honor_banner75.jpg
509,"NBA 2K12",X360,2011,Sports,"2K Sports  ","Visual Concepts  ",9.1,0,2.32,0.14,0.01,0.17,2.64,https://www.vgchartz.com/games/boxart/full_nba-2k12_78AmericaFront.jpg,https://www.vgchartz.com/games/banners/nba-2k12_banner22.jpg
510,"Midnight Club: Street Racing",PS2,2000,Racing,"Rockstar Games  ","Angel Studios  ",0,0,2,0.47,0.02,0.14,2.63,https://www.vgchartz.com/games/boxart/full_1551726AmericaFrontccc.jpg,https://www.vgchartz.com/games/banners/44128176346ccc.png
511,"NBA 2K13",PS3,2012,Sports,"2K Sports  ","Visual Concepts  ",8.9,0,1.74,0.46,0.05,0.39,2.63,https://www.vgchartz.com/games/boxart/full_9644271AmericaFrontccc.jpg,https://www.vgchartz.com/games/banners/140798470742ccc.jpg
512,"NBA 2K19",PS4,2018,Sports,"2K Sports  ","Visual Concepts  ",0,0,1.69,0.44,0.03,0.47,2.63,https://www.vgchartz.com/games/boxart/full_46159AmericaFrontccc.jpg,https://www.vgchartz.com/games/banners/5561387222084ccc.png
513,"FIFA Soccer 10",X360,2009,Sports,"EA Sports  ","EA Canada  ",8.9,0,0.6,1.79,0.01,0.23,2.62,https://www.vgchartz.com/games/boxart/full_630288AmericaFrontccc.jpg,https://www.vgchartz.com/games/banners/fifa-soccer-10_banner99.jpg
514,LittleBigPlanet,PSP,2009,Platform,"Sony Computer Entertainment  ","SCEE Cambridge  ",8.8,0,0.65,1.27,0.01,0.68,2.61,https://www.vgchartz.com/games/boxart/full_9186411AmericaFrontccc.jpg,https://www.vgchartz.com/games/banners/littlebigplanet_banner31.jpg
515,"Kirby: Triple Deluxe",3DS,2014,Platform,"Nintendo  ","HAL Laboratory  ",7.8,0,0.74,0.39,0.8,0.11,2.05,https://www.vgchartz.com/games/boxart/full_2472443AmericaFrontccc.jpg,https://www.vgchartz.com/games/banners/812150877878ccc.jpg
516,"Harry Potter and the Chamber of Secrets",PS2,2002,Adventure,"Electronic Arts  ","Eurocom Entertainment Software  ",0,0,0.9,1.22,0.04,0.44,2.61,https://www.vgchartz.com/games/boxart/1445223ccc.jpg,https://www.vgchartz.com/games/banners/harry-potter-and-the-chamber-of-secrets_banner81.jpg
517,"Mario Strikers Charged",Wii,2007,Sports,"Nintendo  ","Next Level Games  ",7.7,0,1.05,1.05,0.24,0.24,2.59,https://www.vgchartz.com/games/boxart/full_9962880AmericaFrontccc.jpg,https://www.vgchartz.com/games/banners/mario-strikers-charged_banner29.jpg
518,"Monster Hunter 3G",3DS,2013,Role-Playing,"Capcom  ","Capcom  ",7.6,0,0.46,0.32,1.96,0.08,2.82,https://www.vgchartz.com/games/boxart/full_monster-hunter-tri-g_515JapanFront.jpg,https://www.vgchartz.com/games/banners/monster-hunter-tri-g_banner47.jpg
519,"NieR: Automata",PS4,2017,Role-Playing,"Square Enix  ","PlatinumGames  ",0,0,0.56,0.51,0.42,0.22,1.71,https://www.vgchartz.com/games/boxart/full_3359022AmericaFrontccc.jpg,https://www.vgchartz.com/games/banners/598468886399ccc.png
520,"Streets of Rage",GEN,1990,Action,"Sega  ","Sega  ",0,0,1.86,0.55,0.11,0.08,2.6,https://www.vgchartz.com/games/boxart/6732328ccc.jpg,https://www.vgchartz.com/games/banners/streets-of-rage_banner15.jpg
521,"Grand Theft Auto: Episodes from Liberty City",X360,2009,Adventure,"Rockstar Games  ","Rockstar North  ",9,0,1.08,1.22,0.03,0.27,2.6,https://www.vgchartz.com/games/boxart/full_7346149AmericaFrontccc.jpg,https://www.vgchartz.com/games/banners/grand-theft-auto-episodes-from-liberty-city_banner63.png
522,"FIFA Soccer 09",PS3,2008,Sports,"Electronic Arts  ","EA Canada  ",8.6,0,0.49,1.63,0.04,0.43,2.59,https://www.vgchartz.com/games/boxart/5622818ccc.jpg,https://www.vgchartz.com/games/banners/fifa-soccer-09_banner95.jpg
523,"WWE SmackDown vs. RAW 2007",PS2,2006,Fighting,"THQ  ","Yuke's  ",8,0,1.4,0.88,0.03,0.26,2.58,https://www.vgchartz.com/games/boxart/full_4247117AmericaFrontccc.jpg,https://www.vgchartz.com/games/banners/wwe-smackdown-vs-raw-2007_banner18.png
524,"Clubhouse Games",DS,2006,Misc,"Nintendo  ","Agenda  ",8.3,0,0.59,1.8,0.73,0.34,3.45,https://www.vgchartz.com/games/boxart/7521321ccc.gif,https://www.vgchartz.com/games/banners/5074971368ccc.png
525,"NBA 2K14",X360,2013,Sports,"2K Sports  ","Visual Concepts  ",0,0,2.11,0.19,0,0.27,2.57,https://www.vgchartz.com/games/boxart/full_7567790AmericaFrontccc.jpeg,https://www.vgchartz.com/games/banners/123742472228ccc.png
526,"Dragon Age: Origins",X360,2009,Role-Playing,"Electronic Arts  ","BioWare Edmonton  ",8.5,0,1.76,0.55,0.03,0.22,2.56,https://www.vgchartz.com/games/boxart/full_9613529AmericaFrontccc.jpg,https://www.vgchartz.com/games/banners/dragon-age-origins_banner62.jpg
527,"FIFA 16",PS3,2015,Sports,"EA Sports  ","EA Canada  ",9,0,0.43,1.68,0.05,0.38,2.55,https://www.vgchartz.com/games/boxart/full_5792466AmericaFrontccc.jpg,https://www.vgchartz.com/games/banners/51256585615ccc.jpg
528,"Pokémon Stadium 2",N64,2001,Strategy,"Nintendo  ","HAL Laboratory  ",7.9,0,1.02,0.36,1.13,0.23,2.73,https://www.vgchartz.com/games/boxart/6505587ccc.jpg,https://www.vgchartz.com/games/banners/64578641768ccc.png
529,"Crazy Taxi",PS2,2001,Racing,"Acclaim Entertainment  ","Hitmaker  ",8.2,0,1.13,1.12,0.06,0.22,2.52,https://www.vgchartz.com/games/boxart/7476333ccc.jpg,https://www.vgchartz.com/games/banners/crazy-taxi_banner4.jpg
530,"Tomb Raider (2013)",PS3,2013,Action,"Square Enix  ","Crystal Dynamics  ",8.9,0,0.6,1.45,0.08,0.38,2.51,https://www.vgchartz.com/games/boxart/full_7814840AmericaFrontccc.jpg,https://www.vgchartz.com/games/banners/882789170428ccc.jpg
531,"Midnight Club: Los Angeles",PS3,2008,Racing,"Rockstar Games  ","Rockstar San Diego  ",8.3,0,1.59,0.54,0.05,0.33,2.5,https://www.vgchartz.com/games/boxart/full_134799AmericaFrontccc.jpg,https://www.vgchartz.com/games/banners/midnight-club-los-angeles_banner66.png
532,"PES 2009: Pro Evolution Soccer",PS2,2008,Sports,"Konami  ","Konami  ",0,0,0.13,0.07,0.26,2.05,2.5,https://www.vgchartz.com/games/boxart/full_5346796AmericaFrontccc.jpg,https://www.vgchartz.com/games/banners/pes-2009-pro-evolution-soccer_banner83.jpg
533,"Crisis Core: Final Fantasy VII",PSP,2008,Role-Playing,"Square Enix  ","Square Enix  ",8.1,9,1.35,0.6,0.8,0.44,3.19,https://www.vgchartz.com/games/boxart/full_6177641AmericaFrontccc.jpg,https://www.vgchartz.com/games/banners/crisis-core-final-fantasy-vii_banner70.jpg
534,"Dance Central",X360,2010,Music,"MTV Games  ","Harmonix Music Systems  ",8.4,0,2.15,0.76,0.01,0.26,3.18,https://www.vgchartz.com/games/boxart/full_dance-central_7AmericaFront.jpg,https://www.vgchartz.com/games/banners/dance-central_banner72.jpg
535,"Dragon Ball Z: Budokai 3",PS2,2004,Fighting,"Atari  ","Dimps Corporation  ",0,0,1.09,0.15,0.65,0.04,1.94,https://www.vgchartz.com/games/boxart/full_5976419AmericaFrontccc.jpg,https://www.vgchartz.com/games/banners/8880129575ccc.png
536,"Final Fantasy Tactics",PS,1998,Role-Playing,"Sony Computer Entertainment  ","SquareSoft  ",8.8,0,0.93,0.12,1.34,0.06,2.45,https://www.vgchartz.com/games/boxart/full_7911693AmericaFrontccc.jpg,https://www.vgchartz.com/games/banners/final-fantasy-tactics_banner12.jpg
537,"Forza Horizon 3",XOne,2016,Racing,"Microsoft Studios  ","Playground Games  ",9,0,1.64,1.96,0.02,0.32,3.93,https://www.vgchartz.com/games/boxart/full_8430955AmericaFrontccc.jpg,https://www.vgchartz.com/games/banners/8440233119955ccc.jpg
538,"NBA 2K15",PS4,2014,Sports,"2K Sports  ","Visual Concepts  ",0,0,1.49,0.55,0.01,0.44,2.49,https://www.vgchartz.com/games/boxart/full_3442465AmericaFrontccc.jpeg,https://www.vgchartz.com/games/banners/682795778587ccc.png
539,"Dark Souls III",PS4,2016,Role-Playing,"Namco Bandai Games  ","From Software  ",0,0,1,0.63,0.44,0.34,2.42,https://www.vgchartz.com/games/boxart/full_6276285AmericaFrontccc.jpg,https://www.vgchartz.com/games/banners/56658885669ccc.jpg
540,"Mario Party 2",N64,2000,Misc,"Nintendo  ","Hudson Soft  ",0,0,1.28,0.14,1.08,0.01,2.5,https://www.vgchartz.com/games/boxart/4647968ccc.jpg,https://www.vgchartz.com/games/banners/mario-party-2_banner52.jpg
541,"Saints Row: The Third",PS3,2011,Action,"THQ  ","Volition Inc.  ",8.3,0,0.86,1.06,0.18,0.37,2.48,https://www.vgchartz.com/games/boxart/full_saints-row-the-third_775AmericaFront.jpg,https://www.vgchartz.com/games/banners/saints-row-the-third_banner79.png
542,"Tomb Raider: The Last Revelation",PS,1999,Action,"Eidos Interactive  ","Core Design Ltd.  ",0,0,1.15,1.14,0.06,0.13,2.48,https://www.vgchartz.com/games/boxart/3834326ccc.jpg,https://www.vgchartz.com/games/banners/50172086507ccc.png
543,Pure,X360,2008,Racing,"Disney Interactive Studios  ","Black Rock Studio  ",8.3,0,1.38,0.84,0,0.25,2.47,https://www.vgchartz.com/games/boxart/full_6641857AmericaFrontccc.jpg,https://www.vgchartz.com/games/banners/pure_banner46.jpg
544,Minecraft,PSV,2014,Misc,"Sony Computer Entertainment America  ","4J Studios  ",0,0,0.22,0.73,1.25,0.27,2.47,https://www.vgchartz.com/games/boxart/full_4261230AmericaFrontccc.jpg,https://www.vgchartz.com/games/banners/152277775584ccc.jpg
545,"Paper Mario: Sticker Star",3DS,2012,Role-Playing,"Nintendo  ","Intelligent Systems  ",0,0,1.12,0.49,0.64,0.15,2.41,https://www.vgchartz.com/games/boxart/full_877556PALFrontccc.jpg,https://www.vgchartz.com/games/banners/680803770588ccc.png
546,"WarioWare Touched!",DS,2005,Puzzle,"Nintendo  ","Intelligent Systems  ",7.8,0,0.51,0.45,1.21,0.13,2.3,https://www.vgchartz.com/games/boxart/9940541ccc.jpg,https://www.vgchartz.com/games/banners/warioware-touched_banner42.jpg
547,"Resistance 2",PS3,2008,Shooter,"Sony Computer Entertainment  ","Insomniac Games  ",8.5,8.7,1.15,0.84,0.1,0.38,2.47,https://www.vgchartz.com/games/boxart/full_6559401AmericaFrontccc.jpg,https://www.vgchartz.com/games/banners/resistance-2_banner52.jpg
548,"Mario Party 4",GC,2002,Misc,"Nintendo  ","Hudson Soft  ",7,0,1.13,0.36,0.92,0.07,2.47,https://www.vgchartz.com/games/boxart/6052819ccc.jpg,https://www.vgchartz.com/games/banners/mario-party-4_banner3.jpg
549,"Dying Light",PS4,2015,Action,"Warner Bros. Interactive  ","Techland  ",0,0,1.18,0.74,0.13,0.4,2.45,https://www.vgchartz.com/games/boxart/full_1175839AmericaFrontccc.jpg,https://www.vgchartz.com/games/banners/366132672235ccc.png
550,"Ice Hockey",NES,1988,Sports,"Nintendo  ","Nintendo  ",0,0,1.27,0.32,0.78,0.05,2.42,https://www.vgchartz.com/games/boxart/7172339ccc.jpg,https://www.vgchartz.com/games/banners/ice-hockey_banner49.jpg
551,"Sonic Adventure",DC,1999,Platform,"Sega  ","Sonic Team  ",8.9,0,1.26,0.61,0.46,0.08,2.42,https://www.vgchartz.com/games/boxart/5905935ccc.png,https://www.vgchartz.com/games/banners/sonic-adventure_banner23.jpg
552,"Tom Clancy's Rainbow Six: Vegas 2",X360,2008,Shooter,"Ubisoft  ","Ubisoft Montreal  ",8.2,0,1.56,0.61,0.02,0.23,2.42,https://www.vgchartz.com/games/boxart/full_8847992AmericaFrontccc.jpg,https://www.vgchartz.com/games/banners/tom-clancys-rainbow-six-vegas-2_banner6.jpg
553,"God of War Collection",PS3,2009,Action,"Sony Computer Entertainment  ","Bluepoint Games  ",9.2,0,1.7,0.45,0.06,0.4,2.6,https://www.vgchartz.com/games/boxart/full_6458923AmericaFrontccc.jpg,https://www.vgchartz.com/games/banners/god-of-war-collection_banner81.png
554,"Kinect: Disneyland Adventures",X360,2011,Action-Adventure,"Microsoft Studios  ","Frontier Developments  ",8.5,0,1.73,0.43,0.02,0.23,2.41,https://www.vgchartz.com/games/boxart/full_6722413AmericaFrontccc.jpg,https://www.vgchartz.com/games/banners/kinect-disneyland-adventures_banner97.png
555,"Pro Evolution Soccer 2011",PS3,2010,Sports,"Konami  ","Konami  ",6,0,0.29,1.18,0.54,0.41,2.41,https://www.vgchartz.com/games/boxart/full_pro-evolution-soccer-2011_2AmericaFront.jpg,https://www.vgchartz.com/games/banners/pro-evolution-soccer-2011_banner43.png
556,"Pokémon Colosseum",GC,2004,Role-Playing,"Nintendo  ","Genius Sonority Inc.  ",7,0,1.21,0.57,0.7,0.07,2.54,https://www.vgchartz.com/games/boxart/809811ccc.jpg,https://www.vgchartz.com/games/banners/pokemon-colosseum_banner45.jpg
557,"Halo: Combat Evolved Anniversary",X360,2011,Shooter,"Microsoft Studios  ","343 Industries  ",8,0,1.44,0.71,0.04,0.22,2.41,https://www.vgchartz.com/games/boxart/full_halo-combat-evolved-anniversary_84AmericaFront.jpg,https://www.vgchartz.com/games/banners/halo-combat-evolved-anniversary_banner45.jpg
558,"Need for Speed: ProStreet",PS2,2007,Racing,"Electronic Arts  ","EA Black Box  ",0,0,0.69,0,0.04,1.68,2.41,https://www.vgchartz.com/games/boxart/9522566ccc.jpg,https://www.vgchartz.com/games/banners/need-for-speed-prostreet_banner21.png
559,"Forza Motorsport 5",XOne,2013,Racing,"Microsoft Studios  ","Turn 10 Studios  ",0,0,1.28,0.9,0.01,0.21,2.4,https://www.vgchartz.com/games/boxart/full_3122903AmericaFrontccc.jpg,https://www.vgchartz.com/games/banners/258449172222ccc.png
560,"Midnight Club: Los Angeles",X360,2008,Racing,"Rockstar Games  ","Rockstar San Diego  ",8,0,1.72,0.45,0.01,0.22,2.4,https://www.vgchartz.com/games/boxart/full_3616000AmericaFrontccc.jpg,https://www.vgchartz.com/games/banners/midnight-club-los-angeles_banner51.png
561,"Dino Crisis",PS,1999,Action,"Capcom  ","Capcom Production Studio 4  ",8.9,0,0.81,0.76,0.7,0.14,2.41,https://www.vgchartz.com/games/boxart/full_5867047AmericaFrontccc.jpg,https://www.vgchartz.com/games/banners/dino-crisis_banner33.jpg
562,"Monster Hunter Freedom 2",PSP,2007,Role-Playing,"Capcom  ","Capcom  ",7.6,0,0.37,0.27,1.75,0.18,2.58,https://www.vgchartz.com/games/boxart/full_3699063AmericaFrontccc.jpg,https://www.vgchartz.com/games/banners/monster-hunter-freedom-2_banner6.jpg
563,"Naruto Shippuden: Ultimate Ninja Storm 4",PS4,2016,Fighting,"Namco Bandai Games  ","CyberConnect2  ",0,0,0.71,0.47,0.12,0.24,1.54,https://www.vgchartz.com/games/boxart/full_3361687AmericaFrontccc.png,https://www.vgchartz.com/games/banners/585920884977ccc.png
564,"Pro Wrestling",NES,1987,Fighting,"Nintendo  ","TRY Corporation  ",0,0,0.77,0.18,1.42,0.03,2.4,https://www.vgchartz.com/games/boxart/5494901ccc.jpg,https://www.vgchartz.com/games/banners/pro-wrestling_banner22.jpg
