id,Name,Platform,Year,Genre,Publisher,Developer,Critic_Score,User_Score,NA_Sales,EU_Sales,JP_Sales,Other_Sales,Global_Sales,Card_image,Full_image
355,"FIFA Soccer 11",X360,2010,Sports,"EA Sports  ","EA Canada  ",8.7,0,0.71,2.39,0.02,0.4,3.52,https://www.vgchartz.com/games/boxart/full_fifa-soccer-11_8AmericaFront.jpg,https://www.vgchartz.com/games/banners/fifa-soccer-11_banner47.jpg
356,"Donkey Kong Country 3: Dixie Kong's Double Trouble!",SNES,1996,Platform,"Nintendo  ","Rare Ltd.  ",8.8,0,1.17,0.5,1.75,0.08,3.51,https://www.vgchartz.com/games/boxart/full_7949056AmericaFrontccc.jpg,https://www.vgchartz.com/games/banners/donkey-kong-country-3-dixie-kongs-double-trouble_banner100.jpg
357,"Fable II",X360,2008,Role-Playing,"Microsoft Game Studios  ","Lionhead Studios  ",9,9.3,2.51,1.24,0.11,0.41,4.28,https://www.vgchartz.com/games/boxart/full_9713176AmericaFrontccc.jpg,https://www.vgchartz.com/games/banners/fable-ii_banner48.png
358,"Kung Fu",NES,1985,Action,"Nintendo  ","Irem Software Engineering  ",0,0,1.64,0.38,1.42,0.06,3.5,https://www.vgchartz.com/games/boxart/full_kung-fu_775AmericaFront.jpg,https://www.vgchartz.com/games/banners/70776366314ccc.png
359,"Resident Evil 3: Nemesis",PS,1999,Action,"Capcom  ","Capcom  ",9.4,0,1.3,0.77,1.54,0.11,3.72,https://www.vgchartz.com/games/boxart/9182743ccc.jpg,https://www.vgchartz.com/games/banners/resident-evil-3-nemesis_banner77.jpg
360,"FIFA Soccer 2004",PS2,2003,Sports,"EA Sports  ","EA Canada  ",8,0,0.59,2.36,0.04,0.51,3.49,https://www.vgchartz.com/games/boxart/6928045ccc.jpg,https://www.vgchartz.com/games/banners/fifa-soccer-2004_banner53.jpg
361,"Halo: The Master Chief Collection",XOne,2014,Shooter,"Microsoft Studios  ","343 Industries  ",0,0,2.06,1.04,0.03,0.31,3.44,https://www.vgchartz.com/games/boxart/full_1508066AmericaFrontccc.jpg,https://www.vgchartz.com/games/banners/954625783194ccc.png
362,"Tekken 4",PS2,2002,Fighting,"Namco  ","Namco  ",7.9,0,1.55,1.27,0.33,0.29,3.44,https://www.vgchartz.com/games/boxart/full_9587449AmericaFrontccc.jpg,https://www.vgchartz.com/games/banners/28752442345ccc.png
363,"FIFA 14",PS4,2013,Sports,"EA Sports  ","EA Canada  ",0,0,0.62,2.18,0.12,0.51,3.43,https://www.vgchartz.com/games/boxart/full_5130076AmericaFrontccc.jpg,https://www.vgchartz.com/games/banners/382330773754ccc.png
364,"LittleBigPlanet 2",PS3,2011,Platform,"Sony Computer Entertainment  ","Media Molecule  ",9.1,0,1.83,1.07,0.06,0.47,3.43,https://www.vgchartz.com/games/boxart/full_littlebigplanet-2_308AmericaFront.jpg,https://www.vgchartz.com/games/banners/littlebigplanet-2_banner92.jpg
365,"Spider-Man 2",PS2,2004,Action,"Activision  ","Treyarch  ",7.9,0,1.75,1.2,0.02,0.43,3.41,https://www.vgchartz.com/games/boxart/4171363ccc.jpg,https://www.vgchartz.com/games/banners/spider-man-2_banner72.jpg
366,"F-1 Race",GB,1991,Racing,"Nintendo  ","Nintendo  ",0,0,1.73,0.69,0.59,0.4,3.41,https://www.vgchartz.com/games/boxart/full_1140685AmericaFrontccc.jpg,https://www.vgchartz.com/games/banners/82626753240ccc.jpg
367,"FIFA Soccer 2003",PS2,2002,Sports,"EA Sports  ","EA Canada  ",0,0,0.46,2.28,0.05,0.61,3.4,https://www.vgchartz.com/games/boxart/9447551ccc.jpg,https://www.vgchartz.com/games/banners/fifa-soccer-2003-all-region-sales_banner68.jpg
368,"Crash Bash",PS,2000,Misc,"Sony Computer Entertainment  ","Eurocom Entertainment Software  ",6.8,0,1.56,1.47,0.19,0.17,3.39,https://www.vgchartz.com/games/boxart/4722160ccc.jpg,https://www.vgchartz.com/games/banners/crash-bash_banner5.jpg
369,"Tekken: Dark Resurrection",PSP,2006,Fighting,"Namco Bandai  ","8ing/Raizing  ",8.7,0,0.76,1.1,0.12,0.65,2.62,https://www.vgchartz.com/games/boxart/full_8209665AmericaFrontccc.jpg,https://www.vgchartz.com/games/banners/tekken-dark-resurrection_banner92.jpg
370,"The Elder Scrolls V: Skyrim Special Edition",PS4,2016,Role-Playing,"Bethesda Softworks  ","Bethesda Softworks  ",8.3,0,1.24,1.5,0.08,0.54,3.36,https://www.vgchartz.com/games/boxart/full_7599322AmericaFrontccc.jpg,https://www.vgchartz.com/games/banners/9681343119946ccc.jpg
371,"Watch Dogs 2",PS4,2016,Action,"Ubisoft  ","Ubisoft  ",0,0,0.98,1.74,0.12,0.52,3.36,https://www.vgchartz.com/games/boxart/full_8315580AmericaFrontccc.png,https://www.vgchartz.com/games/banners/646713786722ccc.png
372,"The Legend of Zelda: Majora's Mask",N64,2000,Adventure,"Nintendo  ","Nintendo EAD  ",9.3,0,1.9,0.67,0.73,0.06,3.36,https://www.vgchartz.com/games/boxart/6629690ccc.jpg,https://www.vgchartz.com/games/banners/the-legend-of-zelda-majoras-mask_banner51.jpg
373,"Yoshi's Island DS",DS,2006,Platform,"Nintendo  ","Artoon  ",8.2,0,1.45,0.07,1.1,0.15,2.77,https://www.vgchartz.com/games/boxart/full_3486976AmericaFrontccc.jpg,https://www.vgchartz.com/games/banners/yoshis-island-ds_banner7.jpg
374,"Assassin's Creed IV: Black Flag",X360,2013,Action-Adventure,"Ubisoft  ","Ubisoft Montreal  ",8.5,0,1.9,1.14,0.01,0.3,3.34,https://www.vgchartz.com/games/boxart/full_4496262AmericaFrontccc.jpg,https://www.vgchartz.com/games/banners/539690671599ccc.jpg
375,"NBA 2K18",PS4,2017,Sports,"2K Sports  ","Visual Concepts  ",8.1,0,2.13,0.57,0.04,0.59,3.34,https://www.vgchartz.com/games/boxart/full_2457781AmericaFrontccc.jpg,https://www.vgchartz.com/games/banners/8004594174555ccc.png
376,"Big Brain Academy: Wii Degree",Wii,2007,Misc,"Nintendo  ","Nintendo EAD  ",7.1,0,1.05,1.91,0.41,0.42,3.79,https://www.vgchartz.com/games/boxart/full_6559570AmericaFrontccc.jpg,https://www.vgchartz.com/games/banners/41721202906ccc.jpg
377,"Luigi's Mansion",GC,2001,Action,"Nintendo  ","Nintendo EAD  ",7.9,0,2.38,0.67,0.46,0.1,3.6,https://www.vgchartz.com/games/boxart/6379438ccc.jpg,https://www.vgchartz.com/games/banners/luigis-mansion_banner16.png
378,"James Bond 007: Nightfire",PS2,2002,Shooter,"Electronic Arts  ","Eurocom Entertainment Software  ",0,0,1.45,1.29,0.12,0.46,3.33,https://www.vgchartz.com/games/boxart/6105471ccc.jpg,https://www.vgchartz.com/games/banners/james-bond-007-nightfire_banner59.jpg
379,"Star Wars Episode III: Revenge of the Sith",PS2,2005,Action,"LucasArts  ","The Collective  ",0,0,1.47,1.39,0.03,0.43,3.32,https://www.vgchartz.com/games/boxart/full_5479051AmericaFrontccc.jpg,https://www.vgchartz.com/games/banners/19310395764ccc.png
380,"Max Payne",PS2,2001,Shooter,"Rockstar Games  ","Remedy Entertainment  ",8.1,0,1.99,1.05,0.05,0.22,3.31,https://www.vgchartz.com/games/boxart/7983566ccc.jpg,https://www.vgchartz.com/games/banners/max-payne_banner74.jpg
381,"The Lord of the Rings: The Return of the King",PS2,2003,Action,"Electronic Arts  ","Hypnos Entertainment, Inc.  ",8.4,0,1.5,1.28,0.05,0.46,3.28,https://www.vgchartz.com/games/boxart/3546885ccc.jpg,https://www.vgchartz.com/games/banners/the-lord-of-the-rings-the-return-of-the-king_banner11.jpg
382,"The Legend of Zelda: Majora's Mask 3D",3DS,2015,Action-Adventure,"Nintendo  ","GREZZO  ",9,0,1.2,0.64,0.48,0.18,2.5,https://www.vgchartz.com/games/boxart/full_8193629AmericaFrontccc.jpg,https://www.vgchartz.com/games/banners/270847685055ccc.png
383,"True Crime: Streets of LA",PS2,2003,Action,"Activision  ","Luxoflux  ",0,0,1.89,1.05,0.02,0.31,3.27,https://www.vgchartz.com/games/boxart/2607496ccc.jpg,https://www.vgchartz.com/games/banners/true-crime-streets-of-la_banner28.jpg
384,"Gran Turismo (PSP)",PSP,2009,Racing,"Sony Computer Entertainment  ","Polyphony Digital  ",0,0,0.51,1.59,0.31,0.86,3.27,https://www.vgchartz.com/games/boxart/full_5266833AmericaFrontccc.jpg,https://www.vgchartz.com/games/banners/260498273238ccc.png
385,"Far Cry 3",PS3,2012,Shooter,"Ubisoft  ","Ubisoft Montreal  ",0,0,0.88,1.79,0.1,0.5,3.27,https://www.vgchartz.com/games/boxart/full_9340109AmericaFrontccc.jpg,https://www.vgchartz.com/games/banners/26707351770ccc.png
386,"God of War: Chains of Olympus",PSP,2008,Action,"Sony Computer Entertainment  ","Ready at Dawn  ",8.9,9.5,1.48,1,0.04,0.66,3.19,https://www.vgchartz.com/games/boxart/full_3484636AmericaFrontccc.jpg,https://www.vgchartz.com/games/banners/god-of-war-chains-of-olympus_banner47.jpg
387,"Flash Focus: Vision Training in Minutes a Day",DS,2007,Misc,"Nintendo  ","Bandai Namco Games  ",6.1,0,0.86,1.56,1.05,0.35,3.83,https://www.vgchartz.com/games/boxart/full_3097585AmericaFrontccc.jpg,https://www.vgchartz.com/games/banners/444794912879ccc.jpg
388,"Ratchet & Clank: Up Your Arsenal",PS2,2004,Platform,"Sony Computer Entertainment  ","Insomniac Games  ",9.1,0,1.31,0.74,0.31,0.22,2.57,https://www.vgchartz.com/games/boxart/2584016ccc.jpg,https://www.vgchartz.com/games/banners/ratchet-ampamp-clank-up-your-arsenal_banner42.jpg
389,"L.A. Noire",PS3,2011,Adventure,"Rockstar Games  ","Team Bondi  ",9.1,0,1.29,1.31,0.12,0.49,3.21,https://www.vgchartz.com/games/boxart/full_la-noire_75AmericaFront.jpg,https://www.vgchartz.com/games/banners/la-noire_banner79.jpg
390,Baseball,NES,1985,Sports,"Nintendo  ","Nintendo  ",0,0,0.73,0.1,2.35,0.02,3.2,https://www.vgchartz.com/games/boxart/5489947ccc.jpg,https://www.vgchartz.com/games/banners/29243156198ccc.png
391,"Detroit: Become Human",PS4,2018,Adventure,"Sony Interactive Entertainment  ","Quantic Dream  ",8,0,0.55,0.67,0.12,0.24,1.57,https://www.vgchartz.com/games/boxart/full_6117415AmericaFrontccc.jpg,https://www.vgchartz.com/games/banners/133750186175ccc.jpg
392,"Killer Instinct",SNES,1995,Fighting,"Nintendo  ","Rare Ltd.  ",0,0,2.26,0.72,0.12,0.1,3.2,https://www.vgchartz.com/games/boxart/full_5572538AmericaFrontccc.jpg,https://www.vgchartz.com/games/banners/killer-instinct_banner57.jpg
393,"Perfect Dark",N64,2000,Shooter,"Rare  ","Rare Ltd.  ",9.7,0,1.55,0.75,0.16,0.06,2.52,https://www.vgchartz.com/games/boxart/full_3056323AmericaFrontccc.jpg,https://www.vgchartz.com/games/banners/perfect-dark_banner2.jpg
394,"WWF SmackDown! 2: Know Your Role",PS,2000,Fighting,"THQ  ","Yuke's  ",8.7,0,1.76,1.21,0.07,0.16,3.2,https://www.vgchartz.com/games/boxart/3194073ccc.jpg,https://www.vgchartz.com/games/banners/72245176533ccc.png
395,"Assassin's Creed IV: Black Flag",PS4,2013,Action-Adventure,"Ubisoft  ","Ubisoft Montreal  ",8.3,0,1.07,1.55,0.06,0.51,3.19,https://www.vgchartz.com/games/boxart/full_4303408AmericaFrontccc.jpg,https://www.vgchartz.com/games/banners/927948871596ccc.jpg
396,1-2-Switch,NS,2017,Party,"Nintendo  ","Nintendo EPD  ",5.7,0,0.62,1.2,0.5,0.15,2.46,https://www.vgchartz.com/games/boxart/full_3991269AmericaFrontccc.jpg,https://www.vgchartz.com/games/banners/1458852153115ccc.png
397,"Personal Trainer: Cooking",DS,2008,Misc,"Nintendo  ","Nintendo EAD  ",8.4,0,0.91,1.01,1.03,0.17,3.13,https://www.vgchartz.com/games/boxart/full_5100943AmericaFrontccc.jpg,https://www.vgchartz.com/games/banners/10471222394ccc.png
398,"Enter the Matrix",PS2,2003,Action,"Atari  ","Shiny Entertainment  ",0,0,1.78,1.12,0.09,0.19,3.18,https://www.vgchartz.com/games/boxart/full_3940160AmericaFrontccc.jpg,https://www.vgchartz.com/games/banners/enter-the-matrix_banner69.jpg
399,"Assassin's Creed Odyssey",PS4,2018,Action-Adventure,"Ubisoft  ","Ubisoft Quebec  ",9.5,0,1.18,1.4,0.09,0.51,3.18,https://www.vgchartz.com/games/boxart/full_1336415AmericaFrontccc.jpg,https://www.vgchartz.com/games/banners/8506401222151ccc.png
400,"Fallout: New Vegas",PS3,2010,Role-Playing,"Bethesda Softworks  ","Obsidian Entertainment  ",8.2,0,1.54,1.04,0.1,0.49,3.17,https://www.vgchartz.com/games/boxart/full_fallout-new-vegas_9AmericaFront.jpg,https://www.vgchartz.com/games/banners/fallout-new-vegas_banner40.png
401,"Sonic Heroes",PS2,2004,Platform,"Sega  ","Sonic Team  ",6.6,0,1.04,1.37,0.06,0.49,2.96,https://www.vgchartz.com/games/boxart/6747618ccc.jpg,https://www.vgchartz.com/games/banners/sonic-heroes_banner55.jpg
402,Spider-Man,PS,2000,Action,"Activision  ","Neversoft Entertainment  ",0,0,1.7,1.25,0.02,0.16,3.13,https://www.vgchartz.com/games/boxart/5099878ccc.jpg,https://www.vgchartz.com/games/banners/spider-man_banner36.jpg
403,"The Elder Scrolls IV: Oblivion",PS3,2007,Role-Playing,"Bethesda Softworks  ","4J Studios  ",9.3,0,1.69,0.86,0.14,0.44,3.12,https://www.vgchartz.com/games/boxart/full_1480417AmericaFrontccc.jpg,https://www.vgchartz.com/games/banners/the-elder-scrolls-iv-oblivion_banner67.png
404,"Star Wars Episode I Racer",N64,1999,Racing,"LucasArts  ","LucasArts  ",8.7,0,2.31,0.62,0.14,0.04,3.12,https://www.vgchartz.com/games/boxart/full_8967697AmericaFrontccc.jpg,https://www.vgchartz.com/games/banners/star-wars-episode-i-racer_banner26.png
405,"Tekken 6",PS3,2009,Fighting,"Namco Bandai  ","Namco Bandai Games  ",7.9,0,1.2,0.97,0.17,0.42,2.77,https://www.vgchartz.com/games/boxart/full_6306253AmericaFrontccc.jpg,https://www.vgchartz.com/games/banners/tekken-6_banner48.jpg
406,"Resident Evil 6",PS3,2012,Action,"Capcom  ","Capcom  ",0,0,0.88,0.97,0.88,0.39,3.12,https://www.vgchartz.com/games/boxart/full_8142222AmericaFrontccc.jpg,https://www.vgchartz.com/games/banners/resident-evil-6_banner42.jpg
407,"Tom Clancy's Ghost Recon Wildlands",PS4,2017,Shooter,"Ubisoft  ","Ubisoft Paris  ",7,0,1.07,1.35,0.22,0.47,3.12,https://www.vgchartz.com/games/boxart/full_6335056AmericaFrontccc.jpg,https://www.vgchartz.com/games/banners/722753685753ccc.png
408,"NBA 2K13",X360,2012,Sports,"2K Sports  ","Visual Concepts  ",8.6,0,2.62,0.21,0.01,0.28,3.11,https://www.vgchartz.com/games/boxart/full_3710885AmericaFrontccc.jpg,https://www.vgchartz.com/games/banners/662059470741ccc.jpg
409,Titanfall,XOne,2014,Shooter,"Electronic Arts  ","Respawn Entertainment  ",0,0,1.88,0.91,0.04,0.28,3.11,https://www.vgchartz.com/games/boxart/full_8915130AmericaFrontccc.jpg,https://www.vgchartz.com/games/banners/546341172891ccc.png
410,"Mario Party 9",Wii,2012,Party,"Nintendo  ","Nd Cube Co., Ltd.  ",6.5,0,1.06,1.15,0.77,0.22,3.2,https://www.vgchartz.com/games/boxart/full_mario-party-9_118AmericaFront.jpg,https://www.vgchartz.com/games/banners/mario-party-9_banner72.png
411,"Mass Effect 2",X360,2010,Role-Playing,"Electronic Arts  ","BioWare Edmonton  ",9.5,8.9,1.99,0.81,0.03,0.27,3.1,https://www.vgchartz.com/games/boxart/full_7787486AmericaFrontccc.jpg,https://www.vgchartz.com/games/banners/mass-effect-2_banner81.jpg
412,"Madden NFL 2002",PS2,2001,Sports,"EA Sports  ","EA Sports  ",0,0,2.5,0.16,0.01,0.42,3.08,https://www.vgchartz.com/games/boxart/2775278ccc.jpg,https://www.vgchartz.com/games/banners/madden-nfl-2002_banner16.jpg
413,"World Class Track Meet",NES,1987,Sports,"Bandai  ","Bandai  ",0,0,1.92,0.45,0.64,0.07,3.08,https://www.vgchartz.com/games/boxart/1742060ccc.jpg,https://www.vgchartz.com/games/banners/73421686528ccc.png
414,"Saints Row 2",X360,2008,Action,"THQ  ","Volition Inc.  ",7.9,0,1.98,0.79,0.02,0.28,3.07,https://www.vgchartz.com/games/boxart/full_2141889AmericaFrontccc.jpg,https://www.vgchartz.com/games/banners/saints-row-2_banner15.png
415,"Donkey Kong",GB,1994,Platform,"Nintendo  ","Nintendo EAD  ",0,0,1.57,0.62,0.55,0.34,3.07,https://www.vgchartz.com/games/boxart/692813ccc.jpg,https://www.vgchartz.com/games/banners/donkey-kong_banner49.jpg
416,"New Super Luigi U",WiiU,2013,Action,"Nintendo  ","Nintendo  ",7.8,0,1.25,0.75,0.22,0.2,2.42,https://www.vgchartz.com/games/boxart/full_7899849AmericaFrontccc.png,https://www.vgchartz.com/games/banners/694901772208ccc.jpg
417,"Borderlands 2",X360,2013,Shooter,"2K Games  ","Gearbox Software  ",0,0,1.89,0.88,0.04,0.26,3.06,https://www.vgchartz.com/games/boxart/full_borderlands-2_789AmericaFront.jpg,https://www.vgchartz.com/games/banners/borderlands-2_banner26.jpg
418,"Mario Tennis Aces",NS,2018,Sports,"Nintendo  ","Camelot Software Planning  ",7.8,0,0.71,0.62,0.42,0.12,1.87,https://www.vgchartz.com/games/boxart/full_3754726AmericaFrontccc.jpg,https://www.vgchartz.com/games/banners/7701451220629ccc.jpg
419,"Mass Effect 3",X360,2012,Role-Playing,"Electronic Arts  ","BioWare  ",0,0,1.94,0.84,0.03,0.24,3.04,https://www.vgchartz.com/games/boxart/full_4734836AmericaFrontccc.jpg,https://www.vgchartz.com/games/banners/mass-effect-3_banner10.jpg
420,"Rhythm Heaven",DS,2009,Music,"Nintendo  ","Nintendo SPD Group No.1  ",8.5,0,0.55,0.5,1.93,0.14,3.12,https://www.vgchartz.com/games/boxart/full_7718699AmericaFrontccc.jpg,https://www.vgchartz.com/games/banners/rhythm-heaven_banner67.png
421,"Metal Gear Solid V: The Phantom Pain",PS4,2015,Action,"Konami Digital Entertainment  ","Kojima Productions  ",0,0,0.97,1.15,0.5,0.42,3.04,https://www.vgchartz.com/games/boxart/full_3992261AmericaFrontccc.png,https://www.vgchartz.com/games/banners/408070973202ccc.png
422,"Mike Tyson's Punch-Out!!",NES,1987,Fighting,"Nintendo  ","Nintendo IRD  ",0,0,2.03,0.47,0.45,0.07,3.02,https://www.vgchartz.com/games/boxart/9646871ccc.jpg,https://www.vgchartz.com/games/banners/mike-tysons-punch-out_banner98.png
423,"Professor Layton and the Unwound Future",DS,2010,Adventure,"Nintendo  ","Level 5  ",8.4,0,0.61,1.58,0.82,0.27,3.28,https://www.vgchartz.com/games/boxart/full_professor-layton-and-the-unwound-future_8AmericaFront.jpg,https://www.vgchartz.com/games/banners/professor-layton-and-the-unwound-future_banner72.jpg
424,"Fire Emblem Fates",3DS,2016,Role-Playing,"Nintendo  ","Intelligent Systems  ",0,0,0.99,0.31,0.53,0.14,1.98,https://www.vgchartz.com/games/boxart/full_7192019AmericaFrontccc.jpg,https://www.vgchartz.com/games/banners/954858385716ccc.jpg
425,"Dead Rising 3",XOne,2013,Action,"Microsoft Studios  ","Capcom  ",0,0,1.06,0.4,0.01,0.15,1.63,https://www.vgchartz.com/games/boxart/full_626152AmericaFrontccc.jpg,https://www.vgchartz.com/games/banners/866923873076ccc.png
426,"Gears of War 3",X360,2011,Shooter,"Microsoft Studios  ","Epic Games  ",9.1,0,4.05,1.59,0.07,0.5,6.22,https://www.vgchartz.com/games/boxart/full_gears-of-war-3_40AmericaFront.jpg,https://www.vgchartz.com/games/banners/gears-of-war-3_banner37.jpg
427,"God of War: Ascension",PS3,2013,Action,"Sony Computer Entertainment  ","SCEA Santa Monica Studio  ",0,0,1.23,0.72,0.04,0.41,2.4,https://www.vgchartz.com/games/boxart/full_553721AmericaFrontccc.jpg,https://www.vgchartz.com/games/banners/981321770705ccc.png
428,"Halo 3: ODST",X360,2009,Shooter,"Microsoft Game Studios  ","Bungie  ",8.7,0,4.34,1.34,0.06,0.61,6.35,https://www.vgchartz.com/games/boxart/full_8199541AmericaFrontccc.jpg,https://www.vgchartz.com/games/banners/halo-3-odst_banner25.jpg
429,"Heavy Rain",PS3,2010,Adventure,"Sony Computer Entertainment  ","Quantic Dream  ",8.8,8.6,1.29,1.24,0.06,0.48,3.06,https://www.vgchartz.com/games/boxart/full_5403728AmericaFrontccc.jpg,https://www.vgchartz.com/games/banners/heavy-rain_banner57.jpg
430,"Kinect Sports",X360,2010,Sports,"Microsoft Game Studios  ","Rare Ltd.  ",7.4,0,3.92,1.73,0.03,0.55,6.23,https://www.vgchartz.com/games/boxart/full_kinect-sports_752AmericaFront.jpg,https://www.vgchartz.com/games/banners/kinect-sports_banner31.jpg
431,"Left 4 Dead",X360,2008,Shooter,"Valve Corporation  ","Certain Affinity / Valve Software  ",8.7,9,2.66,0.49,0.05,0.31,3.52,https://www.vgchartz.com/games/boxart/full_5792279AmericaFrontccc.jpg,https://www.vgchartz.com/games/banners/left-4-dead_banner97.png
432,"Left 4 Dead 2",X360,2009,Shooter,"Electronic Arts  ","Certain Affinity / Valve Software  ",9,0,2.67,0.88,0.05,0.38,3.97,https://www.vgchartz.com/games/boxart/full_2455613AmericaFrontccc.jpg,https://www.vgchartz.com/games/banners/left-4-dead-2_banner39.png
433,MotorStorm,PS3,2007,Racing,"Sony Computer Entertainment  ","Evolution Studios  ",8.2,0,1.53,1.61,0.06,0.67,3.87,https://www.vgchartz.com/games/boxart/full_7343262AmericaFrontccc.jpg,https://www.vgchartz.com/games/banners/motorstorm_banner66.jpg
434,"Sonic and the Secret Rings",Wii,2007,Platform,"Sega  ","Sonic Team  ",6.7,0,1.23,1.19,0.04,0.3,2.75,https://www.vgchartz.com/games/boxart/full_2403085AmericaFrontccc.jpg,https://www.vgchartz.com/games/banners/sonic-and-the-secret-rings_banner92.jpg
435,"Sonic Rush",DS,2005,Platform,"Sega  ","Dimps Corporation  ",7.8,0,1.21,1.56,0.06,0.29,3.13,https://www.vgchartz.com/games/boxart/full_2730464AmericaFrontccc.jpg,https://www.vgchartz.com/games/banners/sonic-rush_banner55.jpg
436,"Kirby Super Star Ultra",DS,2008,Platform,"Nintendo  ","HAL Laboratory  ",7.3,0,1.55,0.04,1.19,0.15,2.92,https://www.vgchartz.com/games/boxart/full_1193334AmericaFrontccc.jpg,https://www.vgchartz.com/games/banners/kirby-super-star-ultra_banner14.png
437,"Star Fox",SNES,1993,Shooter,"Nintendo  ","Argonaut Games  ",0,0,1.61,0.51,0.8,0.07,2.99,https://www.vgchartz.com/games/boxart/6283330ccc.jpg,https://www.vgchartz.com/games/banners/star-fox_banner42.jpg
438,"World Soccer Winning Eleven 6 International",PS2,2003,Sports,"Konami  ","Konami Computer Entertainment Tokyo  ",0,0,0.12,1.26,1.16,0.45,2.99,https://www.vgchartz.com/games/boxart/full_3023680AmericaFrontccc.jpg,https://www.vgchartz.com/games/banners/389618517045ccc.png
439,"Far Cry 3",X360,2012,Shooter,"Ubisoft  ","Ubisoft Montreal  ",0,0,1.38,1.33,0.02,0.25,2.98,https://www.vgchartz.com/games/boxart/full_2248766AmericaFrontccc.jpg,https://www.vgchartz.com/games/banners/771773551771ccc.png
440,"Mario vs. Donkey Kong: Mini-Land Mayhem!",DS,2010,Puzzle,"Nintendo  ","Nintendo Software Technology Corporation  ",7.8,0,1.63,0.51,0.35,0.18,2.68,https://www.vgchartz.com/games/boxart/full_mario-vs-donkey-kong-mini-land-mayhem_1AmericaFront.jpg,https://www.vgchartz.com/games/banners/mario-vs-donkey-kong-mini-land-mayhem_banner65.jpg
