Rank,Name,Platform,Year,Genre,Publisher,Developer,Critic_Score,User_Score,NA_Sales,PAL_Sales,JP_Sales,Other_Sales,Global_Sales,card_image,full_image
1876,Forza Horizon 4,XOne,2018,Racing,Microsoft Studios  ,Playground Games  ,9.2,,0.74,0.95,0.01,0.15,1.84,https://www.vgchartz.com/games/boxart/full_631964AmericaFrontccc.jpg,https://www.vgchartz.com/games/banners/4132884222117ccc.png
1877,Yoshi's Crafted World,NS,2019,Platform,Nintendo  ,Good-Feel  ,7.8,,,,,,,https://www.vgchartz.com/games/boxart/full_7109212AmericaFrontccc.jpg,https://www.vgchartz.com/games/banners/1917892182717ccc.png
1878,NCAA Football 06,PS2,2005,Sports,EA Sports  ,EA Tiburon  ,,,1.53,0.05,,0.25,1.84,https://www.vgchartz.com/games/boxart/full_3519086AmericaFrontccc.jpg,https://www.vgchartz.com/games/banners/ncaa-football-06_banner0.jpg
1879,Rayman Raving Rabbids 2,Wii,2007,Misc,Ubisoft  ,Ubisoft Paris  ,6.6,,0.82,0.82,,0.2,1.84,https://www.vgchartz.com/games/boxart/full_7540104AmericaFrontccc.jpg,https://www.vgchartz.com/games/banners/rayman-raving-rabbids-2_banner34.jpg
1880,Watch Dogs,PS3,2014,Action-Adventure,Ubisoft  ,Ubisoft Montreal  ,,,0.56,0.89,0.1,0.28,1.83,https://www.vgchartz.com/games/boxart/full_8974137AmericaFrontccc.jpg,https://www.vgchartz.com/games/banners/600073870777ccc.jpg
1881,2 Games in 1: Sonic Advance & ChuChu Rocket!,GBA,2005,Misc,THQ  ,Sega  ,,,1.31,0.49,,0.03,1.83,https://www.vgchartz.com/games/boxart/full_9730736JapanFrontccc.jpg,https://www.vgchartz.com/games/banners/901527426782ccc.png
1882,Jet Moto,PS,1996,Racing,Sony Computer Entertainment  ,SingleTrac  ,,,1.33,0.4,0.03,0.07,1.83,https://www.vgchartz.com/games/boxart/full_4043682AmericaFrontccc.jpg,https://www.vgchartz.com/games/banners/13426991075ccc.png
1883,"Hey You, Pikachu!",N64,2000,Simulation,Nintendo  ,Ambrella  ,,,0.83,0.06,0.93,0.0,1.83,https://www.vgchartz.com/games/boxart/full_3864225AmericaFrontccc.jpg,https://www.vgchartz.com/games/banners/hey-you-pikachu_banner2.jpg
1884,Secret of Mana,SNES,1993,Role-Playing,Square  ,SquareSoft  ,9.1,,0.25,0.07,1.49,0.02,1.83,https://www.vgchartz.com/games/boxart/full_3532413AmericaFrontccc.jpg,https://www.vgchartz.com/games/banners/secret-of-mana_banner3.jpg
1885,Sonic Mega Collection Plus,PS2,2004,Misc,Sega  ,Sonic Team  ,,,1.54,1.14,,0.22,2.9,https://www.vgchartz.com/games/boxart/full_1976010AmericaFrontccc.jpg,https://www.vgchartz.com/games/banners/sonic-mega-collection-plus_banner60.jpg
1886,The Elder Scrolls V: Skyrim Special Edition,XOne,2016,Role-Playing,Bethesda Softworks  ,Bethesda Softworks  ,8.1,,1.13,0.53,,0.17,1.83,https://www.vgchartz.com/games/boxart/full_5767716AmericaFrontccc.jpg,https://www.vgchartz.com/games/banners/9332380119947ccc.jpg
1887,Risk of Rain,PC,2013,Misc,"Infocom, Inc.  ",Unknown  ,,,,,,,,https://www.vgchartz.com/games/boxart/full_4013978AmericaFrontccc.jpg,https://www.vgchartz.com/games/banners/482166478764ccc.png
1888,Dragon Quest XI,3DS,2017,Role-Playing,Square Enix  ,Square Enix  ,,,,,1.82,,1.82,https://www.vgchartz.com/games/boxart/full_7070522JapanFrontccc.jpg,https://www.vgchartz.com/games/banners/3868306193409ccc.png
1889,Donkey Kong Country,GBA,2003,Platform,Nintendo  ,Rare Ltd.  ,7.5,,1.2,0.48,0.29,0.07,2.04,https://www.vgchartz.com/games/boxart/5881405ccc.jpg,https://www.vgchartz.com/games/banners/donkey-kong-country_banner39.jpg
1890,Sonic & Knuckles,GEN,1994,Platform,Sega  ,Sonic Team  ,,,1.24,0.43,0.03,0.12,1.82,https://www.vgchartz.com/games/boxart/6219359ccc.jpg,https://www.vgchartz.com/games/banners/sonic-amp-knuckles_banner60.jpg
1891,Star Fox Adventures,GC,2002,Adventure,Nintendo  ,Rare Ltd.  ,8.1,,0.96,0.53,0.3,0.09,1.87,https://www.vgchartz.com/games/boxart/1334329ccc.jpg,https://www.vgchartz.com/games/banners/star-fox-adventures_banner44.png
1892,Wolfenstein: The New Order,PC,2014,Shooter,Bethesda Softworks  ,MachineGames  ,,,0.15,0.3,,0.04,0.48,https://www.vgchartz.com/games/boxart/full_7530717AmericaFrontccc.jpg,https://www.vgchartz.com/games/banners/395968072127ccc.png
1893,BioShock Infinite,PS3,2013,Shooter,2K Games  ,Irrational Games  ,9.5,,0.74,0.74,0.04,0.3,1.82,https://www.vgchartz.com/games/boxart/full_9962375AmericaFrontccc.jpg,https://www.vgchartz.com/games/banners/bioshock-infinite_banner59.jpg
1894,Namco Museum,PS2,2001,Misc,Namco  ,Mass Media  ,,,1.73,0.07,,0.02,1.82,https://www.vgchartz.com/games/boxart/859274ccc.jpg,https://www.vgchartz.com/games/banners/namco-museum_banner98.jpg
1895,The Sims: Hot Date,PC,2001,Simulation,Electronic Arts  ,Maxis  ,,,1.81,0.0,,,1.82,https://www.vgchartz.com/games/boxart/full_8141869AmericaFrontccc.jpg,https://www.vgchartz.com/games/banners/the-sims-hot-date_banner83.png
1896,The Orange Box,X360,2007,Shooter,Electronic Arts  ,Valve Software  ,9.7,,1.09,0.53,0.02,0.17,1.82,https://www.vgchartz.com/games/boxart/full_3989486AmericaFrontccc.jpg,https://www.vgchartz.com/games/banners/the-orange-box_banner28.jpg
1897,DDRMAX2: Dance Dance Revolution,PS2,2003,Simulation,Konami  ,Konami Computer Entertainment Tokyo  ,,,1.05,0.59,,0.18,1.81,https://www.vgchartz.com/games/boxart/6334190ccc.jpg,https://www.vgchartz.com/games/banners/6814343451ccc.png
1898,Crazy Taxi,DC,2000,Racing,Sega  ,Hitmaker  ,9.3,,1.1,0.51,0.12,0.08,1.81,https://www.vgchartz.com/games/boxart/8167501ccc.jpg,https://www.vgchartz.com/games/banners/crazy-taxi_banner48.jpg
1899,NBA 2K11,PS3,2010,Sports,2K Sports  ,Visual Concepts  ,,,1.41,0.21,0.03,0.16,1.81,https://www.vgchartz.com/games/boxart/full_nba-2k11_6AmericaFront.jpg,https://www.vgchartz.com/games/banners/nba-2k11_banner71.jpg
1900,Sly 2: Band of Thieves,PS2,2004,Platform,Sony Computer Entertainment  ,Sucker Punch  ,,,0.88,0.69,,0.23,1.81,https://www.vgchartz.com/games/boxart/full_4523491AmericaFrontccc.jpg,https://www.vgchartz.com/games/banners/sly-2-band-of-thieves_banner77.jpg
1901,Alan Wake,PC,2012,Action,Remedy Entertainment  ,Remedy Entertainment  ,,,,0.06,,0.01,0.06,https://www.vgchartz.com/games/boxart/full_alan-wake_126PALFront.jpg,https://www.vgchartz.com/games/banners/alan-wakecancelled_banner64.jpg
1902,Guitar Hero: World Tour,PS2,2008,Misc,Activision  ,BudCat Creations  ,,,1.0,0.03,,0.77,1.8,https://www.vgchartz.com/games/boxart/4233691ccc.jpg,https://www.vgchartz.com/games/banners/guitar-hero-world-tour_banner39.jpg
1903,Ace Combat 5: The Unsung War,PS2,2004,Simulation,Namco  ,Namco  ,,,0.88,0.34,0.32,0.18,1.71,https://www.vgchartz.com/games/boxart/full_2886030AmericaFrontccc.jpg,https://www.vgchartz.com/games/banners/83914976932ccc.png
1904,Sonic Advance 2,GBA,2003,Platform,Sega  ,Dimps Corporation / Sonic Team  ,,,0.93,0.59,0.21,0.07,1.8,https://www.vgchartz.com/games/boxart/9304176ccc.jpg,https://www.vgchartz.com/games/banners/sonic-advance-2_banner29.jpg
1905,Dead Rising,X360,2006,Action,Capcom  ,Capcom Production Studio 1  ,8.4,,1.16,0.65,0.08,0.2,2.09,https://www.vgchartz.com/games/boxart/full_3758864AmericaFrontccc.jpg,https://www.vgchartz.com/games/banners/dead-rising_banner95.jpg
1906,Dragon Quest V: Tenkuu no Hanayome,PS2,2004,Role-Playing,Enix  ,Matrix Software  ,,,,,1.65,,1.65,https://www.vgchartz.com/games/boxart/full_208338JapanFrontccc.jpg,https://www.vgchartz.com/games/banners/47485793147ccc.jpg
1907,Friday the 13th: The Game,All,2017,Action,Gun Media  ,IllFonic  ,,,,,,,,https://www.vgchartz.com/games/boxart/full_4166012AmericaFrontccc.jpg,https://www.vgchartz.com/games/banners/2913456228342ccc.png
1908,Guitar Hero,PS2,2005,Misc,RedOctane  ,Harmonix Music Systems  ,8.0,,1.67,0.61,0.03,0.07,2.38,https://www.vgchartz.com/games/boxart/full_3658270AmericaFrontccc.jpg,https://www.vgchartz.com/games/banners/9162628924ccc.png
1909,Kingdom Hearts HD I.5 + II.5 ReMIX,PS4,2017,Role-Playing,Square Enix  ,Square Enix  ,,,0.75,0.51,0.23,0.26,1.75,https://www.vgchartz.com/games/boxart/full_3406993AmericaFrontccc.jpg,https://www.vgchartz.com/games/banners/1610540141654ccc.png
1910,Marvel vs. Capcom: Infinite,All,2017,Fighting,Capcom  ,Capcom  ,,,,,,,,https://www.vgchartz.com/games/boxart/full_1471951AmericaFrontccc.png,https://www.vgchartz.com/games/banners/5706874227479ccc.png
1911,Monster Hunter Double Cross,3DS,2017,Action,Capcom  ,Capcom  ,,,,,1.68,,1.68,https://www.vgchartz.com/games/boxart/full_9752282JapanFrontccc.jpg,https://www.vgchartz.com/games/banners/8146123164154ccc.png
1912,Namco Museum DS,DS,2007,Misc,Namco Bandai  ,M2  ,,,1.14,0.01,0.06,0.1,1.31,https://www.vgchartz.com/games/boxart/full_5745612AmericaFrontccc.jpg,https://www.vgchartz.com/games/banners/33446667496ccc.png
1913,Okami HD,All,2012,Action-Adventure,Capcom  ,Clover Studio  ,,,,,,,,https://www.vgchartz.com/games/boxart/full_3834056AmericaFrontccc.jpg,https://www.vgchartz.com/games/banners/4916265227473ccc.png
1914,Persona 5 Royal,PS4,2020,Role-Playing,Atlus  ,Atlus  ,,,,,,,,https://www.vgchartz.com/games/boxart/full_8057920AmericaFrontccc.jpg,https://www.vgchartz.com/games/banners/7539128224750ccc.png
1915,Sonic Colors,Wii,2010,Platform,Sega  ,Sonic Team  ,7.7,,0.95,0.61,0.01,0.16,1.73,https://www.vgchartz.com/games/boxart/full_sonic-colors_1AmericaFront.jpg,https://www.vgchartz.com/games/banners/sonic-colors_banner12.jpg
1916,Street Fighter X Tekken,All,2012,Fighting,Capcom  ,Capcom  ,,,,,,,,https://www.vgchartz.com/games/boxart/full_262501AmericaFrontccc.jpg,https://www.vgchartz.com/games/banners/5450192227480ccc.png
1917,Test Drive Unlimited 2,All,2011,Racing,Atari  ,Eden Games  ,,,,,,,,https://www.vgchartz.com/games/boxart/full_478487PALFrontccc.jpg,https://www.vgchartz.com/games/banners/6023866228796ccc.png
1918,The Escapists,All,2015,Strategy,Team17  ,Mouldy Toof Studios  ,,,,,,,,https://www.vgchartz.com/games/boxart/full_1028192AmericaFrontccc.jpg,https://www.vgchartz.com/games/banners/5843100228316ccc.png
1919,NFL GameDay 2000,PS,1999,Sports,989 Studios  ,Red Zone Entertainment  ,,,1.0,0.68,,0.12,1.8,https://www.vgchartz.com/games/boxart/7443586ccc.jpg,https://www.vgchartz.com/games/banners/21777871597ccc.png
1920,Kirby's Return to Dreamland,Wii,2011,Platform,Nintendo  ,HAL Laboratory  ,7.6,,0.58,0.21,0.79,0.07,1.66,https://www.vgchartz.com/games/boxart/full_kirby-returns-to-dreamland_666AmericaFront.jpg,https://www.vgchartz.com/games/banners/kirbys-return-to-dreamland_banner21.jpg
1921,New Play Control! Mario Power Tennis,Wii,2009,Sports,Nintendo  ,Camelot Software Planning  ,6.6,,0.35,0.69,0.28,0.14,1.46,https://www.vgchartz.com/games/boxart/full_1518453AmericaFrontccc.jpg,https://www.vgchartz.com/games/banners/new-play-control-mario-power-tennis_banner80.jpg
1922,Samurai Warriors,PS2,2004,Action,KOEI  ,Omega Force  ,,,0.22,0.05,1.06,0.02,1.35,https://www.vgchartz.com/games/boxart/5328878ccc.jpg,https://www.vgchartz.com/games/banners/6434554236ccc.jpg
1923,The Lion King,SNES,1994,Platform,Virgin Interactive  ,Westwood Studios  ,,,1.26,0.39,0.08,0.06,1.79,https://www.vgchartz.com/games/boxart/6169554ccc.jpg,https://www.vgchartz.com/games/banners/the-lion-king_banner46.jpg
1924,LEGO Star Wars III: The Clone Wars,Wii,2011,Action,LucasArts  ,Traveller's Tales  ,7.5,,1.01,0.62,,0.15,1.79,https://www.vgchartz.com/games/boxart/full_lego-star-wars-iii-the-clone-wars_36AmericaFront.jpg,https://www.vgchartz.com/games/banners/lego-star-wars-iii-the-clone-wars_banner25.jpg
1925,The Crew,PS4,2014,Racing,Ubisoft  ,Ubisoft Reflections  ,,,0.44,1.04,0.03,0.27,1.79,https://www.vgchartz.com/games/boxart/full_4773737AmericaFrontccc.jpg,https://www.vgchartz.com/games/banners/637534373093ccc.png
1926,Midnight Club II,PS2,2003,Racing,Rockstar Games  ,Rockstar San Diego  ,,,1.25,0.29,,0.24,1.78,https://www.vgchartz.com/games/boxart/2715589ccc.jpg,https://www.vgchartz.com/games/banners/4357595354ccc.png
1927,SpongeBob SquarePants: SuperSponge,PS,2001,Action,THQ  ,Climax Group  ,,,1.12,0.58,,0.08,1.78,https://www.vgchartz.com/games/boxart/7611511ccc.jpg,https://www.vgchartz.com/games/banners/55221406433ccc.png
1928,Wii Party U,WiiU,2013,Party,Nintendo  ,"Nd Cube Co., Ltd.  ",6.6,,0.3,0.66,0.84,0.08,1.88,https://www.vgchartz.com/games/boxart/full_352331AmericaFrontccc.jpg,https://www.vgchartz.com/games/banners/81232573170ccc.png
1929,The Getaway: Black Monday,PS2,2005,Action,Sony Computer Entertainment  ,Team Soho  ,,,0.39,1.01,0.02,0.36,1.78,https://www.vgchartz.com/games/boxart/3647930ccc.jpg,https://www.vgchartz.com/games/banners/34763416468ccc.png
1930,Far Cry 5,XOne,2018,Action,Ubisoft  ,Ubisoft Montreal  ,7.2,,1.14,0.47,,0.17,1.78,https://www.vgchartz.com/games/boxart/full_4313557AmericaFrontccc.jpg,https://www.vgchartz.com/games/banners/754958177922ccc.jpg
1931,Mad Max (2013),PC,2015,Action,Warner Bros. Interactive Entertainment  ,Avalanche Studios  ,,,,0.01,,0.0,0.01,https://www.vgchartz.com/games/boxart/full_1468140PALFrontccc.jpg,https://www.vgchartz.com/games/banners/756461877624ccc.png
1932,Bayonetta,All,2010,Action,Sega  ,PlatinumGames  ,,,,,,,,https://www.vgchartz.com/games/boxart/full_7813881AmericaFrontccc.png,https://www.vgchartz.com/games/banners/611220227857ccc.png
1933,50 Cent: Bulletproof,PS2,2005,Action,Vivendi Games  ,Genuine  ,,,0.85,0.76,,0.16,1.77,https://www.vgchartz.com/games/boxart/8801129ccc.jpg,https://www.vgchartz.com/games/banners/50-cent-bulletproof_banner33.jpg
1934,Dynasty Warriors 3,PS2,2001,Action,KOEI  ,Omega Force  ,,,0.53,0.16,1.07,0.1,1.87,https://www.vgchartz.com/games/boxart/1623321ccc.jpg,https://www.vgchartz.com/games/banners/dynasty-warriors-3_banner72.jpg
1935,Final Fantasy XI: Online,All,2004,MMO,Sony Computer Entertainment  ,Square  ,,,,,,,,https://www.vgchartz.com/games/boxart/full_7548233AmericaFrontccc.jpg,https://www.vgchartz.com/games/banners/9213438228059ccc.png
1936,Kirby 64: The Crystal Shards,N64,2000,Platform,Nintendo  ,HAL Laboratory  ,7.9,,0.63,0.06,1.03,0.04,1.77,https://www.vgchartz.com/games/boxart/full_38481AmericaFrontccc.gif,https://www.vgchartz.com/games/banners/kirby-64-the-crystal-shards_banner45.jpg
1937,Valkyria Chronicles,All,2008,Role-Playing,Sega  ,Sega  ,,,,,,,,https://www.vgchartz.com/games/boxart/full_3709919PALFrontccc.jpg,https://www.vgchartz.com/games/banners/2611858228081ccc.png
1938,UFC 2009 Undisputed,PS3,2009,Fighting,THQ  ,Yuke's Osaka  ,8.4,,1.07,0.45,0.01,0.24,1.76,https://www.vgchartz.com/games/boxart/full_7094507AmericaFrontccc.jpg,https://www.vgchartz.com/games/banners/ufc-2009-undisputed_banner40.jpg
1939,Dragon's Dogma,PS3,2012,Role-Playing,Capcom  ,Capcom  ,,,0.41,0.48,0.72,0.16,1.76,https://www.vgchartz.com/games/boxart/full_8591445AmericaFrontccc.jpg,https://www.vgchartz.com/games/banners/dragons-dogma_banner99.jpg
1940,High School Musical: Sing It!,Wii,2007,Misc,Disney Interactive Studios  ,Artificial Mind and Movement  ,6.4,,1.15,0.45,,0.16,1.76,https://www.vgchartz.com/games/boxart/5075734ccc.jpg,https://www.vgchartz.com/games/banners/high-school-musical-sing-it_banner92.jpg
1941,Ori and the Blind Forest: Definitive Edition,PC,2016,Platform,Nordic Games  ,Moon Studios  ,,,,0.01,,0.0,0.01,https://www.vgchartz.com/games/boxart/full_5819763AmericaFrontccc.jpg,https://www.vgchartz.com/games/banners/617404982901ccc.png
1942,WWF Attitude,PS,1999,Fighting,Acclaim Entertainment  ,Acclaim Entertainment  ,,,1.27,0.42,,0.07,1.76,https://www.vgchartz.com/games/boxart/full_2457219AmericaFrontccc.jpg,https://www.vgchartz.com/games/banners/wwf-attitude_banner24.jpg
1943,The SpongeBob SquarePants Movie,PS2,2004,Platform,THQ  ,Heavy Iron Studios  ,6.6,,1.06,0.54,,0.16,1.76,https://www.vgchartz.com/games/boxart/7651927ccc.jpg,https://www.vgchartz.com/games/banners/the-spongebob-squarepants-movie_banner22.jpg
1944,Kid Icarus,NES,1987,Platform,Nintendo  ,Nintendo R&D1  ,,,0.53,0.12,1.09,0.02,1.76,https://www.vgchartz.com/games/boxart/full_1836729AmericaFrontccc.jpg,https://www.vgchartz.com/games/banners/kid-icarus_banner1.gif
1945,Sonic the Hedgehog 3,GEN,1994,Platform,Sega  ,Sonic Team  ,,,1.02,0.47,0.2,0.07,1.76,https://www.vgchartz.com/games/boxart/5536952ccc.jpg,https://www.vgchartz.com/games/banners/sonic-the-hedgehog-3_banner74.jpg
1946,The Legend of Zelda: The Minish Cap,GBA,2005,Adventure,Nintendo  ,Flagship  ,8.9,,0.89,0.22,0.22,0.1,1.42,https://www.vgchartz.com/games/boxart/4911061ccc.jpg,https://www.vgchartz.com/games/banners/the-legend-of-zelda-the-minish-cap_banner67.jpg
1947,Def Jam: Fight for NY,PS2,2004,Fighting,Electronic Arts  ,AKI Corporation / EA Canada  ,,,0.86,0.67,,0.22,1.76,https://www.vgchartz.com/games/boxart/5275775ccc.jpg,https://www.vgchartz.com/games/banners/def-jam-fight-for-ny_banner37.jpg
1948,Tom Clancy's Ghost Recon,XB,2002,Shooter,Ubisoft  ,Red Storm Entertainment  ,,,1.23,0.46,,0.07,1.76,https://www.vgchartz.com/games/boxart/9699453ccc.jpg,https://www.vgchartz.com/games/banners/tom-clancys-ghost-recon_banner76.jpg
1949,State of Emergency,PS2,2002,Action,Rockstar Games  ,VIS Entertainment  ,8.0,,0.86,0.67,,0.22,1.76,https://www.vgchartz.com/games/boxart/8044547ccc.jpg,https://www.vgchartz.com/games/banners/17677025776ccc.png
1950,2 Games in 1 Double Pack: The Incredibles / Finding Nemo: The Continuing Adventures,GBA,2007,Action,THQ  ,Helixe / Altron  ,,,1.26,0.47,,0.03,1.76,https://www.vgchartz.com/games/boxart/full_8403039AmericaFrontccc.jpg,https://www.vgchartz.com/games/banners/2-games-in-1-double-pack-the-incredibles-finding-nemo-the-continuing-adventures_banner72.jpg
1951,Kinect Star Wars,X360,2012,Action,Microsoft Studios  ,Terminal Reality  ,,,1.05,0.53,0.03,0.15,1.76,https://www.vgchartz.com/games/boxart/full_1232297AmericaFrontccc.jpg,https://www.vgchartz.com/games/banners/star-wars-kinect_banner53.png
1952,The Urbz: Sims in the City,PS2,2004,Simulation,Electronic Arts  ,Maxis  ,,,0.52,0.95,,0.29,1.76,https://www.vgchartz.com/games/boxart/1425321ccc.jpg,https://www.vgchartz.com/games/banners/the-urbz-sims-in-the-city_banner53.jpg
1953,Star Wars: Starfighter,PS2,2001,Simulation,LucasArts  ,LucasArts  ,,,0.61,0.87,0.02,0.26,1.76,https://www.vgchartz.com/games/boxart/full_1012700AmericaFrontccc.jpg,https://www.vgchartz.com/games/banners/star-wars-starfighter_banner8.jpg
1954,Madden NFL 2000,PS,1999,Sports,EA Sports  ,EA Tiburon  ,,,1.68,0.04,,0.04,1.75,https://www.vgchartz.com/games/boxart/6864542ccc.jpg,https://www.vgchartz.com/games/banners/madden-nfl-2000_banner85.png
1955,Just Cause 2,PS3,2010,Action,Square Enix  ,Avalanche Studios  ,8.3,,0.45,0.92,0.06,0.32,1.75,https://www.vgchartz.com/games/boxart/full_664593AmericaFrontccc.jpg,https://www.vgchartz.com/games/banners/just-cause-2_banner66.jpg
1956,Star Wars Battlefront,XB,2004,Shooter,LucasArts  ,Pandemic Studios  ,,,1.24,0.45,,0.07,1.75,https://www.vgchartz.com/games/boxart/3407573ccc.jpg,https://www.vgchartz.com/games/banners/star-wars-battlefront_banner5.jpg
1957,Pro Evolution Soccer,PS2,2001,Sports,Konami  ,Konami Computer Entertainment Tokyo  ,,,0.06,0.9,0.53,0.27,1.75,https://www.vgchartz.com/games/boxart/full_5003153JapanFrontccc.jpg,https://www.vgchartz.com/games/banners/731104017044ccc.png
1958,Metal Gear Solid V: The Phantom Pain,PC,2015,Action,Konami Digital Entertainment  ,Kojima Productions  ,,,,0.08,,0.0,0.09,https://www.vgchartz.com/games/boxart/full_8487538PALFrontccc.jpg,https://www.vgchartz.com/games/banners/690478185445ccc.png
1959,Disney's Aladdin,SNES,1993,Platform,Capcom  ,Capcom/Disney  ,,,0.94,0.34,0.21,0.27,1.75,https://www.vgchartz.com/games/boxart/full_7341338AmericaFrontccc.jpg,https://www.vgchartz.com/games/banners/disneys-aladdin_banner37.jpg
1960,Kirby's Adventure,NES,1993,Platform,Nintendo  ,HAL Laboratory  ,,,0.79,0.14,0.8,0.02,1.75,https://www.vgchartz.com/games/boxart/917473ccc.jpg,https://www.vgchartz.com/games/banners/kirbys-adventure_banner68.jpg
1961,Yoshi,NES,1992,Puzzle,Nintendo  ,Game Freak  ,,,0.7,0.13,0.91,0.01,1.75,https://www.vgchartz.com/games/boxart/full_1947043AmericaFrontccc.jpg,https://www.vgchartz.com/games/banners/yoshi_banner35.jpg
1962,For Honor,PS4,2017,Action,Ubisoft  ,Ubisoft Montreal  ,,,0.73,0.66,0.07,0.28,1.75,https://www.vgchartz.com/games/boxart/full_7143174AmericaFrontccc.jpg,https://www.vgchartz.com/games/banners/12063385749ccc.jpg
1963,FIFA Soccer 08,PS3,2007,Sports,EA Sports  ,EA Canada  ,8.5,,0.35,1.07,0.02,0.31,1.75,https://www.vgchartz.com/games/boxart/1324247ccc.jpg,https://www.vgchartz.com/games/banners/fifa-soccer-08_banner8.jpg
1964,Dance Dance Revolution X,PS2,2008,Simulation,Konami  ,Konami Computer Entertainment Tokyo  ,,,0.85,0.66,0.01,0.22,1.75,https://www.vgchartz.com/games/boxart/full_1402680AmericaFrontccc.jpg,https://www.vgchartz.com/games/banners/954631424764ccc.jpg
1965,2 Games in 1: Disney Princess & The Lion King,GBA,2004,Misc,THQ  ,Various  ,,,1.25,0.46,,0.03,1.75,https://www.vgchartz.com/games/boxart/full_6790033PALFrontccc.jpg,https://www.vgchartz.com/games/banners/2-games-in-1-disney-princess-ampamp-the-lion-king_banner80.jpg
1966,Mortal Kombat X,XOne,2015,Fighting,Warner Bros. Interactive Entertainment  ,NetherRealm Studios  ,,,1.34,0.23,,0.18,1.74,https://www.vgchartz.com/games/boxart/full_7809474AmericaFrontccc.jpg,https://www.vgchartz.com/games/banners/963351182692ccc.png
1967,Star Wars Episode I: The Phantom Menace,PS,1999,Adventure,LucasArts  ,Big Ape Productions  ,,,0.72,0.89,0.04,0.1,1.74,https://www.vgchartz.com/games/boxart/full_146939AmericaFrontccc.jpg,https://www.vgchartz.com/games/banners/star-wars-episode-i-the-phantom-menace_banner51.jpg
1968,Max Payne 3,PC,2012,Shooter,Rockstar Games  ,Rockstar Vancouver  ,9.0,,0.16,0.22,,0.05,0.43,https://www.vgchartz.com/games/boxart/full_9900194AmericaFrontccc.jpg,https://www.vgchartz.com/games/banners/max-payne-3_banner91.png
1969,NBA 2K15,XOne,2014,Sports,2K Sports  ,Visual Concepts  ,,,1.39,0.18,,0.18,1.74,https://www.vgchartz.com/games/boxart/full_9681367AmericaFrontccc.png,https://www.vgchartz.com/games/banners/581131678585ccc.png
1970,NBA 2K19,XOne,2018,Sports,2K Sports  ,Visual Concepts  ,,,1.47,0.08,,0.18,1.74,https://www.vgchartz.com/games/boxart/full_1055578AmericaFrontccc.jpg,https://www.vgchartz.com/games/banners/4343128222083ccc.png
1971,Cuphead,PC,2017,Action,Studio MDHR  ,Studio MDHR  ,,,,,,,,https://www.vgchartz.com/games/boxart/full_1835960AmericaFrontccc.jpg,https://www.vgchartz.com/games/banners/669473782954ccc.jpg
1972,Shadow of the Tomb Raider,PS4,2018,Action-Adventure,Square Enix  ,Eidos Montreal  ,,,0.59,0.82,0.06,0.27,1.74,https://www.vgchartz.com/games/boxart/full_5299556AmericaFrontccc.jpg,https://www.vgchartz.com/games/banners/3473469221357ccc.png
1973,SSX Tricky,PS2,2001,Sports,EA Sports BIG   ,EA Canada  ,9.2,,0.85,0.66,,0.22,1.73,https://www.vgchartz.com/games/boxart/full_9769582AmericaFrontccc.jpg,https://www.vgchartz.com/games/banners/ssx-tricky_banner80.jpg
1974,Twisted Metal III,PS,1998,Action,989 Studios  ,989 Studios  ,4.4,,1.48,0.2,,0.05,1.73,https://www.vgchartz.com/games/boxart/9052333ccc.jpg,https://www.vgchartz.com/games/banners/twisted-metal-iii_banner87.jpg
1975,Harry Potter and the Sorcerer's Stone,GB,2001,Action,Electronic Arts  ,Griptonite Games  ,,,0.94,0.62,0.1,0.07,1.73,https://www.vgchartz.com/games/boxart/full_8418324AmericaFrontccc.jpg,https://www.vgchartz.com/games/banners/harry-potter-and-the-sorcerers-stone_banner98.jpg
1976,Mario & Luigi: Partners in Time,DS,2005,Role-Playing,Nintendo  ,AlphaDream Corporation  ,8.8,,0.74,0.05,0.43,0.07,1.29,https://www.vgchartz.com/games/boxart/5369655ccc.jpg,https://www.vgchartz.com/games/banners/mario-ampamp-luigi-partners-in-time_banner22.jpg
1977,Crash Bandicoot: The Huge Adventure,GBA,2002,Platform,Vivendi Games  ,Vicarious Visions  ,8.3,,0.95,0.7,,0.08,1.73,https://www.vgchartz.com/games/boxart/full_962356AmericaFrontccc.jpg,https://www.vgchartz.com/games/banners/1814466216ccc.png
1978,Rockstar Games Double Pack: Grand Theft Auto III & Grand Theft Auto Vice City,PS2,2003,Action,Rockstar Games  ,Rockstar North  ,9.7,,0.85,0.66,,0.22,1.72,https://www.vgchartz.com/games/boxart/3054904ccc.jpg,https://www.vgchartz.com/games/banners/37206515164ccc.png
1979,Dishonored,X360,2013,Shooter,Bethesda Softworks  ,Arkane Studios  ,,,1.06,0.5,0.01,0.15,1.72,https://www.vgchartz.com/games/boxart/full_5056051AmericaFrontccc.jpg,https://www.vgchartz.com/games/banners/dishonored_banner0.jpg
1980,Call of Duty: World at War Final Fronts,PS2,2008,Shooter,Activision  ,Rebellion Developments  ,6.8,,0.61,0.18,,0.94,1.72,https://www.vgchartz.com/games/boxart/full_8621072AmericaFrontccc.jpg,https://www.vgchartz.com/games/banners/call-of-duty-world-at-war-final-fronts_banner35.png
