Rank,Name,Platform,Year,Genre,Publisher,Developer,Critic_Score,User_Score,NA_Sales,PAL_Sales,JP_Sales,Other_Sales,Global_Sales,card_image,full_image
1981,Cruis'n USA,N64,1996,Racing,Nintendo  ,Midway Games  ,,,1.69,0.04,,0.01,1.74,https://www.vgchartz.com/games/boxart/3900991ccc.jpg,https://www.vgchartz.com/games/banners/9213153430ccc.png
1982,Metroid II: Return of Samus,GB,1991,Adventure,Nintendo  ,Intelligent Systems  ,7.3,,0.85,0.31,0.56,0.04,1.76,https://www.vgchartz.com/games/boxart/full_487076AmericaFrontccc.jpg,https://www.vgchartz.com/games/banners/metroid-ii-return-of-samus_banner54.jpg
1983,Hot Shots Golf Fore!,PS2,2004,Sports,Sony Computer Entertainment  ,Clap Hanz  ,,,0.27,0.11,1.34,,1.72,https://www.vgchartz.com/games/boxart/8865551ccc.jpg,https://www.vgchartz.com/games/banners/4804060991ccc.png
1984,Titanfall 2,PS4,2016,Shooter,Electronic Arts  ,Respawn Entertainment  ,8.9,,0.75,0.62,0.06,0.28,1.72,https://www.vgchartz.com/games/boxart/full_1841380AmericaFrontccc.png,https://www.vgchartz.com/games/banners/5575115112243ccc.png
1985,Game Party 3,Wii,2009,Puzzle,Warner Bros. Interactive  ,FarSight Studios  ,,,1.43,0.16,,0.13,1.72,https://www.vgchartz.com/games/boxart/full_2358667AmericaFrontccc.jpg,https://www.vgchartz.com/games/banners/game-party-3_banner90.jpg
1986,Madden NFL 2005,XB,2004,Sports,EA Sports  ,EA Tiburon  ,,,1.61,0.03,,0.08,1.72,https://www.vgchartz.com/games/boxart/885972ccc.jpg,https://www.vgchartz.com/games/banners/madden-nfl-2005_banner79.jpg
1987,Deal or No Deal,DS,2007,Misc,"Destination Software, Inc  ",Global Star  ,,,1.16,0.4,,0.16,1.72,https://www.vgchartz.com/games/boxart/full_1674875AmericaFrontccc.jpg,https://www.vgchartz.com/games/banners/deal-or-no-deal_banner66.png
1988,Injustice 2,PS4,2017,Fighting,Warner Bros. Interactive Entertainment  ,NetherRealm Studios  ,,,0.88,0.54,,0.29,1.72,https://www.vgchartz.com/games/boxart/full_2072600AmericaFrontccc.jpg,https://www.vgchartz.com/games/banners/5469906117274ccc.png
1989,The Beatles: Rock Band,Wii,2009,Misc,MTV Games  ,Harmonix Music Systems  ,9.0,,1.17,0.39,,0.15,1.71,https://www.vgchartz.com/games/boxart/full_9966752AmericaFrontccc.jpg,https://www.vgchartz.com/games/banners/the-beatles-rock-band_banner40.jpg
1990,Toy Story 2: Buzz Lightyear to the Rescue!,PS,1999,Platform,Activision  ,Traveller's Tales  ,,,0.99,0.64,,0.08,1.71,https://www.vgchartz.com/games/boxart/full_4288812AmericaFrontccc.jpg,https://www.vgchartz.com/games/banners/toy-story-2-buzz-lightyear-to-the-rescue_banner10.jpg
1991,Imagine: Teacher,DS,2008,Simulation,Ubisoft  ,Magic Pockets  ,,,0.7,0.83,,0.19,1.71,https://www.vgchartz.com/games/boxart/full_6833599AmericaFrontccc.jpg,https://www.vgchartz.com/games/banners/imagine-teacher_banner29.jpg
1992,Call of Duty: Modern Warfare 3,PC,2011,Shooter,Activision  ,Infinity Ward  ,8.0,,0.41,0.99,,0.31,1.71,https://www.vgchartz.com/games/boxart/full_call-of-duty-modern-warfare-3_640AmericaFront.jpg,https://www.vgchartz.com/games/banners/call-of-duty-modern-warfare-3_banner86.jpg
1993,Need for Speed Underground,XB,2003,Racing,Electronic Arts  ,EA Black Box  ,,,1.09,0.55,,0.07,1.71,https://www.vgchartz.com/games/boxart/1739291ccc.jpg,https://www.vgchartz.com/games/banners/76384121575ccc.png
1994,Tetris Worlds,GBA,2001,Puzzle,THQ  ,3d6 Games  ,,,1.25,0.39,,0.06,1.71,https://www.vgchartz.com/games/boxart/7352054ccc.jpg,https://www.vgchartz.com/games/banners/tetris-worlds_banner91.jpg
1995,Call of Duty Black Ops: Declassified,PSV,2012,Shooter,Activision  ,Nihilistic  ,,,0.74,0.52,0.07,0.38,1.71,https://www.vgchartz.com/games/boxart/full_8358488AmericaFrontccc.jpg,https://www.vgchartz.com/games/banners/821316470846ccc.png
1996,Portal 2,PS3,2011,Shooter,Valve  ,Valve Software  ,9.6,,0.83,0.62,0.02,0.24,1.71,https://www.vgchartz.com/games/boxart/full_portal-2_305AmericaFront.jpg,https://www.vgchartz.com/games/banners/portal-2_banner66.jpg
1997,FIFA Soccer 10,PS2,2009,Sports,EA Sports  ,EA Canada  ,,,0.23,0.24,0.0,1.23,1.7,https://www.vgchartz.com/games/boxart/full_6652157AmericaFrontccc.jpg,https://www.vgchartz.com/games/banners/fifa-soccer-10_banner3.jpg
1998,Hitman: Absolution,X360,2012,Action,Square Enix  ,IO Interactive  ,,,0.68,0.88,0.01,0.13,1.7,https://www.vgchartz.com/games/boxart/full_1099822PALFrontccc.jpg,https://www.vgchartz.com/games/banners/hitman-absolution_banner4.jpg
1999,Brothers in Arms: Road to Hill 30,All,2005,Shooter,Ubisoft  ,Gearbox Software  ,,,,,,,,https://www.vgchartz.com/games/boxart/full_6168900AmericaFrontccc.jpg,https://www.vgchartz.com/games/banners/3776633228541ccc.png
2000,Chrono Cross,PS,2000,Role-Playing,Square EA  ,SquareSoft  ,9.7,9.8,0.62,0.42,0.69,0.12,1.86,https://www.vgchartz.com/games/boxart/756698ccc.jpg,https://www.vgchartz.com/games/banners/chrono-cross_banner90.jpg
2011,Final Fantasy Tactics Advance,GBA,2003,Action,Nintendo  ,Square Enix  ,,,0.82,0.37,0.89,0.05,2.13,https://www.vgchartz.com/games/boxart/full_5849481AmericaFrontccc.jpg,https://www.vgchartz.com/games/banners/32553376268ccc.png
2012,Human: Fall Flat,PC,N/A,Platform,Unknown  ,No Brakes Games  ,,,,,,,,https://www.vgchartz.com/games/boxart/full_8635826AmericaFrontccc.jpg,https://www.vgchartz.com/games/banners/5335587228238ccc.png
2013,Kane & Lynch: Dead Men,All,2007,Shooter,Eidos Interactive  ,IO Interactive  ,,,,,,,,https://www.vgchartz.com/games/boxart/full_9396993AmericaFrontccc.jpg,https://www.vgchartz.com/games/banners/950625227549ccc.png
2014,Kingdom Hearts 358/2 Days,DS,2009,Role-Playing,Square Enix  ,High Horse Entertainment  ,7.5,,1.06,0.26,0.53,0.13,1.99,https://www.vgchartz.com/games/boxart/full_kingdom-hearts-3582-days_7AmericaFront.jpg,https://www.vgchartz.com/games/banners/kingdom-hearts-3582-days_banner40.jpg
2015,Kingdom Hearts: Birth by Sleep,PSP,2010,Role-Playing,Square Enix  ,Square Enix  ,7.9,,0.63,0.42,0.75,0.27,2.08,https://www.vgchartz.com/games/boxart/full_kingdom-hearts-birth-by-sleep_3AmericaFront.jpg,https://www.vgchartz.com/games/banners/kingdom-hearts-birth-by-sleep_banner17.jpg
2016,Super Princess Peach,DS,2006,Platform,Nintendo  ,TOSE Software  ,7.8,,0.7,0.05,0.21,0.07,1.03,https://www.vgchartz.com/games/boxart/9742637ccc.jpg,https://www.vgchartz.com/games/banners/super-princess-peach_banner45.jpg
2017,Super Puyo Puyo,SNES,1993,Puzzle,Banpresto  ,Compile  ,,,,,1.69,0.01,1.7,https://www.vgchartz.com/games/boxart/full_9296371JapanFrontccc.jpg,https://www.vgchartz.com/games/banners/super-puyo-puyo_banner62.jpg
2018,Tekken 6,X360,2009,Fighting,Namco Bandai  ,Namco Bandai Games  ,7.8,,0.71,0.41,0.05,0.13,1.3,https://www.vgchartz.com/games/boxart/full_6000038AmericaFrontccc.jpg,https://www.vgchartz.com/games/banners/tekken-6_banner93.jpg
2019,Tom Clancy's Rainbow Six: Vegas,All,2006,Shooter,Ubisoft  ,Ubisoft Montreal  ,,,,,,,,https://www.vgchartz.com/games/boxart/full_9926600AmericaFrontccc.jpg,https://www.vgchartz.com/games/banners/7869160227713ccc.png
2020,Trials Fusion,All,2014,Platform,Ubisoft  ,RedLynx  ,,,,,,,,https://www.vgchartz.com/games/boxart/full_1111051AmericaFrontccc.jpg,https://www.vgchartz.com/games/banners/8001132228011ccc.png
2021,NCAA Football 07,PS2,2006,Sports,Electronic Arts  ,EA Sports  ,8.9,,1.41,0.05,,0.23,1.7,https://www.vgchartz.com/games/boxart/full_4116317AmericaFrontccc.jpg,https://www.vgchartz.com/games/banners/ncaa-football-07_banner21.png
2022,Game Dev Tycoon,PC,2013,Simulation,Greenheart Games  ,Greenheart Games  ,,,,,,,,https://www.vgchartz.com/games/boxart/full_2489719AmericaFrontccc.jpg,https://www.vgchartz.com/games/banners/386480972219ccc.png
2023,Ben 10: Protector of Earth,DS,2007,Action,D3 Publisher  ,1st Playable Productions  ,,,0.68,0.82,,0.19,1.7,https://www.vgchartz.com/games/boxart/6582362ccc.gif,https://www.vgchartz.com/games/banners/ben-10-protector-of-earth_banner52.jpg
2024,Cabela's Big Game Hunter 2010,Wii,2009,Sports,Activision  ,Cauldron  ,5.5,,1.58,,,0.12,1.7,https://www.vgchartz.com/games/boxart/full_9041244AmericaFrontccc.jpg,https://www.vgchartz.com/games/banners/cabelas-big-game-hunter-2010_banner68.jpg
2025,SOCOM 3: U.S. Navy SEALs,PS2,2005,Shooter,Sony Computer Entertainment  ,Zipper Interactive  ,,,1.22,0.34,0.04,0.1,1.69,https://www.vgchartz.com/games/boxart/full_6705325AmericaFrontccc.jpg,https://www.vgchartz.com/games/banners/socom-3-us-navy-seals_banner37.jpg
2026,Saints Row IV,X360,2013,Action,Deep Silver  ,Volition Inc.  ,,,1.01,0.51,0.01,0.15,1.69,https://www.vgchartz.com/games/boxart/full_7054702AmericaFrontccc.jpg,https://www.vgchartz.com/games/banners/617811071730ccc.jpg
2027,Jampack Winter '99,PS,1999,Misc,Sony Computer Entertainment  ,Sony Computer Entertainment America  ,,,0.94,0.64,,0.11,1.69,https://www.vgchartz.com/games/boxart/full_5296193AmericaFrontccc.jpg,https://www.vgchartz.com/games/banners/368922942507ccc.png
2028,Cooking Mama 3: Shop & Chop,DS,2009,Simulation,505 Games  ,Cooking Mama Ltd.  ,,,0.79,0.66,0.08,0.17,1.69,https://www.vgchartz.com/games/boxart/full_3909521AmericaFrontccc.jpg,https://www.vgchartz.com/games/banners/cooking-mama-3-shop-ampamp-chop_banner57.jpg
2029,Need for Speed: Undercover,X360,2008,Racing,Electronic Arts  ,EA Vancouver  ,6.3,,0.8,0.7,0.01,0.18,1.69,https://www.vgchartz.com/games/boxart/full_7972482AmericaFrontccc.jpg,https://www.vgchartz.com/games/banners/need-for-speed-undercover_banner26.png
2030,Aliens vs. Predator,All,2010,Shooter,Sega  ,Rebellion Developments  ,,,,,,,,https://www.vgchartz.com/games/boxart/full_9195231PALFrontccc.jpg,https://www.vgchartz.com/games/banners/4354894227791ccc.png
2031,The Legend of Zelda: Breath of the Wild,WiiU,2017,Action-Adventure,Nintendo  ,Nintendo EPD  ,10.0,10.0,0.66,0.42,0.15,0.11,1.34,https://www.vgchartz.com/games/boxart/full_1041494AmericaFrontccc.jpg,https://www.vgchartz.com/games/banners/24681884704ccc.jpeg
2032,WCW vs. nWo: World Tour,N64,1997,Fighting,THQ  ,Aki Corp.  ,,,1.37,0.28,0.03,0.02,1.69,https://www.vgchartz.com/games/boxart/full_9058013AmericaFrontccc.jpg,https://www.vgchartz.com/games/banners/wcw-vs-nwo-world-tour_banner99.jpg
2033,WCW/NWO Thunder,PS,1998,Fighting,THQ  ,Inland Productions  ,,,1.1,0.48,0.04,0.07,1.69,https://www.vgchartz.com/games/boxart/full_6595885AmericaFrontccc.png,https://www.vgchartz.com/games/banners/29905606524ccc.png
2034,Harry Potter and the Sorcerer's Stone,GBA,2001,Action,Electronic Arts  ,Griptonite Games  ,6.6,,0.87,0.66,0.08,0.08,1.69,https://www.vgchartz.com/games/boxart/1789636ccc.jpg,https://www.vgchartz.com/games/banners/harry-potter-and-the-sorcerers-stone_banner51.jpg
2035,Dragon Ball Z: The Legacy of Goku,GBA,2002,Role-Playing,Infogrames  ,Webfoot Technologies  ,6.5,,1.52,0.12,,0.05,1.69,https://www.vgchartz.com/games/boxart/8634108ccc.jpg,https://www.vgchartz.com/games/banners/6552016245ccc.png
2036,The Sims 3: Late Night Expansion Pack,PC,2010,Simulation,Electronic Arts  ,The Sims Studio  ,7.5,,0.59,0.88,,0.22,1.69,https://www.vgchartz.com/games/boxart/full_the-sims-3-late-night-expansion-pack_10AmericaFront.jpg,https://www.vgchartz.com/games/banners/the-sims-3-late-night-expansion-pack_banner60.png
2037,LEGO Batman 2: DC Super Heroes,X360,2012,Action-Adventure,Warner Bros. Interactive Entertainment  ,Traveller's Tales  ,,,0.9,0.64,,0.15,1.69,https://www.vgchartz.com/games/boxart/full_2766438AmericaFrontccc.jpg,https://www.vgchartz.com/games/banners/443413170696ccc.jpg
2038,Far Cry 4,XOne,2014,Shooter,Ubisoft  ,Ubisoft Montreal  ,8.5,,0.85,0.68,0.02,0.14,1.68,https://www.vgchartz.com/games/boxart/full_7672549AmericaFrontccc.jpg,https://www.vgchartz.com/games/banners/212190280323ccc.jpg
2039,Saints Row 2,PS3,2008,Action,THQ  ,Volition Inc.  ,7.9,,0.88,0.54,0.02,0.24,1.68,https://www.vgchartz.com/games/boxart/full_5633056AmericaFrontccc.jpg,https://www.vgchartz.com/games/banners/saints-row-2_banner21.png
2040,World Championship Poker: Featuring Howard Lederer - All In,PS2,2006,Misc,Crave Entertainment  ,Point of View  ,,,0.82,0.64,,0.22,1.68,https://www.vgchartz.com/games/boxart/7141460ccc.jpg,https://www.vgchartz.com/games/banners/world-championship-poker-featuring-howard-lederer-all-in_banner48.jpg
2041,NFL GameDay 98,PS,1997,Sports,Sony Computer Entertainment  ,989 Studios  ,8.6,,1.58,0.06,,0.04,1.68,https://www.vgchartz.com/games/boxart/5303117ccc.jpg,https://www.vgchartz.com/games/banners/97764406377ccc.png
2042,Star Wars Battlefront: Renegade Squadron,PSP,2007,Shooter,LucasArts  ,Rebellion Developments  ,7.5,,0.9,0.47,,0.32,1.68,https://www.vgchartz.com/games/boxart/9583791ccc.jpg,https://www.vgchartz.com/games/banners/99506387631ccc.png
2043,Time Crisis,PS,1997,Shooter,Namco  ,Namco  ,8.5,,0.38,0.87,0.33,0.1,1.68,https://www.vgchartz.com/games/boxart/3855026ccc.jpg,https://www.vgchartz.com/games/banners/time-crisis_banner5.jpg
2044,Kanshuu Nippon Joushikiryoku Kentei Kyoukai: Imasara Hito ni wa Kikenai Otona no Joushikiryoku Training DS,DS,2006,Misc,Nintendo  ,HAL Laboratory  ,,,,,1.71,,1.71,https://www.vgchartz.com/games/boxart/full_1968093JapanFrontccc.jpg,https://www.vgchartz.com/games/banners/77750913012ccc.png
2045,Virtua Fighter 4,PS2,2002,Fighting,Sega  ,Sega-AM2  ,9.3,,0.78,0.44,0.56,0.04,1.81,https://www.vgchartz.com/games/boxart/9478555ccc.jpg,https://www.vgchartz.com/games/banners/12583292607ccc.jpg
2046,Planetary Annihilation,PC,2014,Strategy,Nordic Games  ,Uber Entertainment  ,,,,0.0,,0.0,0.0,https://www.vgchartz.com/games/boxart/full_3150735AmericaFrontccc.jpg,https://www.vgchartz.com/games/banners/67259271060ccc.png
2047,The Sims: Superstar,PC,2003,Simulation,Electronic Arts  ,Maxis  ,,,1.67,0.0,,,1.68,https://www.vgchartz.com/games/boxart/full_the-sims-superstar_773AmericaFront.jpg,https://www.vgchartz.com/games/banners/the-sims-superstar_banner74.png
2048,Tales of Destiny,All,1998,Role-Playing,Namco  ,Wolf Team  ,,,,,,,,https://www.vgchartz.com/games/boxart/full_3604938AmericaFrontccc.jpg,https://www.vgchartz.com/games/banners/1829430227762ccc.png
2049,SSX 3,PS2,2003,Sports,EA Sports BIG   ,EA Canada  ,,,0.93,0.52,,0.22,1.67,https://www.vgchartz.com/games/boxart/6768791ccc.jpg,https://www.vgchartz.com/games/banners/ssx-3_banner35.jpg
2050,Madden NFL 2001,PS,2000,Sports,EA Sports  ,EA Sports  ,,,1.58,0.05,,0.04,1.67,https://www.vgchartz.com/games/boxart/6477183ccc.jpg,https://www.vgchartz.com/games/banners/madden-nfl-2001_banner75.png
2051,Dragon Age: Origins,PS3,2009,Role-Playing,Electronic Arts  ,BioWare Edmonton  ,8.7,,0.96,0.42,0.08,0.21,1.67,https://www.vgchartz.com/games/boxart/full_3173221AmericaFrontccc.jpg,https://www.vgchartz.com/games/banners/dragon-age-origins_banner65.jpg
2052,Star Wars Battlefront II,XB,2005,Shooter,LucasArts  ,Pandemic Studios  ,,,1.22,0.39,,0.06,1.67,https://www.vgchartz.com/games/boxart/5096819ccc.jpg,https://www.vgchartz.com/games/banners/star-wars-battlefront-ii_banner47.jpg
2053,Disney's DuckTales,NES,1989,Platform,Capcom  ,Capcom  ,,,0.91,0.3,0.42,0.04,1.67,https://www.vgchartz.com/games/boxart/full_76508AmericaFrontccc.jpg,https://www.vgchartz.com/games/banners/disneys-ducktales_banner0.jpg
2054,"Monsters, Inc.",GBA,2001,Adventure,THQ  ,Artificial Mind and Movement  ,,,0.59,0.95,0.03,0.1,1.67,https://www.vgchartz.com/games/boxart/48287ccc.jpg,https://www.vgchartz.com/games/banners/76661016352ccc.png
2055,Tony Hawk's Pro Skater 3,PS,2001,Sports,Activision  ,Neversoft  ,,,1.09,0.49,0.02,0.07,1.67,https://www.vgchartz.com/games/boxart/full_5864962AmericaFrontccc.jpg,https://www.vgchartz.com/games/banners/tony-hawks-pro-skater-3_banner100.png
2056,PGR: Project Gotham Racing 2,XB,2003,Racing,Microsoft Game Studios  ,Bizarre Creations  ,8.9,,0.97,0.59,0.04,0.07,1.67,https://www.vgchartz.com/games/boxart/full_1764308AmericaFrontccc.jpg,https://www.vgchartz.com/games/banners/pgr-project-gotham-racing-2_banner49.jpg
2057,Destiny,PS3,2014,Shooter,Activision  ,Bungie  ,,,0.69,0.59,0.13,0.26,1.67,https://www.vgchartz.com/games/boxart/full_5573542AmericaFrontccc.jpg,https://www.vgchartz.com/games/banners/70832071152ccc.jpg
2058,Fight Night Round 3,PS3,2006,Fighting,EA Sports  ,EA Chicago  ,,,0.81,0.58,0.01,0.26,1.67,https://www.vgchartz.com/games/boxart/8971816ccc.jpg,https://www.vgchartz.com/games/banners/fight-night-round-3_banner59.png
2059,Spy Hunter,PS2,2001,Racing,Midway Games  ,Paradigm Entertainment  ,,,1.13,0.32,,0.22,1.67,https://www.vgchartz.com/games/boxart/5168586ccc.jpg,https://www.vgchartz.com/games/banners/spy-hunter_banner53.jpg
2060,NCAA Football 2004,PS2,2003,Sports,Electronic Arts  ,EA Tiburon  ,8.1,,1.35,0.09,,0.23,1.67,https://www.vgchartz.com/games/boxart/4265007ccc.jpg,https://www.vgchartz.com/games/banners/ncaa-football-2004_banner28.png
2061,SpongeBob SquarePants: Battle for Bikini Bottom,PS2,2003,Platform,THQ  ,Heavy Iron Studios  ,5.8,,1.08,0.45,,0.14,1.67,https://www.vgchartz.com/games/boxart/9306847ccc.jpg,https://www.vgchartz.com/games/banners/spongebob-squarepants-battle-for-bikini-bottom_banner10.jpg
2062,Disney Infinity,Wii,2013,Misc,Disney Interactive Studios  ,Unknown  ,,,1.06,0.44,,0.16,1.66,https://www.vgchartz.com/games/boxart/full_4934074AmericaFrontccc.jpg,https://www.vgchartz.com/games/banners/91779471963ccc.png
2063,Shaun White Snowboarding: Road Trip,Wii,2008,Sports,Ubisoft  ,Ubisoft Montreal  ,7.8,,0.93,0.56,,0.16,1.66,https://www.vgchartz.com/games/boxart/full_6431264AmericaFrontccc.jpg,https://www.vgchartz.com/games/banners/shaun-white-snowboarding-road-trip_banner34.png
2064,SSX,PS2,2000,Sports,EA Sports BIG   ,EA Canada  ,,,0.78,0.61,0.06,0.2,1.66,https://www.vgchartz.com/games/boxart/6878938ccc.jpg,https://www.vgchartz.com/games/banners/98791244371ccc.png
2065,NBA Ballers,PS2,2004,Sports,Midway Games  ,Midway  ,,,0.81,0.63,,0.21,1.66,https://www.vgchartz.com/games/boxart/full_6585382AmericaFrontccc.jpg,https://www.vgchartz.com/games/banners/25308725440ccc.png
2066,NBA Live 2003,PS2,2002,Sports,EA Sports  ,EA Canada  ,,,1.25,0.15,0.03,0.22,1.66,https://www.vgchartz.com/games/boxart/8139004ccc.jpg,https://www.vgchartz.com/games/banners/nba-live-2003_banner97.jpg
2067,NBA 2K15,X360,2014,Sports,2K Sports  ,Visual Concepts  ,,,1.37,0.11,,0.17,1.66,https://www.vgchartz.com/games/boxart/full_5342571PALFrontccc.jpg,https://www.vgchartz.com/games/banners/947492578586ccc.png
2068,Ms. Pac-Man,2600,1982,Puzzle,Atari  ,General Entertainment  ,,,1.54,0.1,,0.02,1.65,https://www.vgchartz.com/games/boxart/7869614ccc.jpg,https://www.vgchartz.com/games/banners/ms-pac-man_banner29.jpg
2069,Star Wars The Clone Wars: Lightsaber Duels,Wii,2008,Action,LucasArts  ,Krome Studios  ,,,1.21,0.3,,0.14,1.65,https://www.vgchartz.com/games/boxart/full_17001AmericaFrontccc.jpg,https://www.vgchartz.com/games/banners/star-wars-the-clone-wars-lightsaber-duels_banner71.jpg
2070,Dragon Ball Z: Budokai Tenkaichi 2,PS2,2006,Fighting,Atari  ,Spike  ,,,0.66,0.02,,0.11,0.79,https://www.vgchartz.com/games/boxart/2442753ccc.jpg,https://www.vgchartz.com/games/banners/dragon-ball-z-budokai-tenkaichi-2_banner21.jpg
2071,Golden Sun,GBA,2001,Role-Playing,Nintendo  ,Camelot Software Planning  ,9.1,,0.93,0.38,0.4,0.06,1.76,https://www.vgchartz.com/games/boxart/218442ccc.jpg,https://www.vgchartz.com/games/banners/golden-sun_banner31.png
2072,Madden NFL 13,All,2012,Sports,EA Sports  ,EA Tiburon  ,,,,,,,,https://www.vgchartz.com/games/boxart/full_5190566AmericaFrontccc.png,https://www.vgchartz.com/games/banners/395560227582ccc.png
2073,Pokémon Super Mystery Dungeon,3DS,2015,Role-Playing,Nintendo  ,ChunSoft  ,7.7,,0.51,0.46,0.35,0.09,1.41,https://www.vgchartz.com/games/boxart/full_387892AmericaFrontccc.png,https://www.vgchartz.com/games/banners/185193285570ccc.png
2074,Senran Kagura,Series,2013,Action-Adventure,Xseed Games  ,Tamsoft  ,,,,,,,,https://www.vgchartz.com/games/boxart/full_294668AmericaFrontccc.png,https://www.vgchartz.com/games/banners/7108213226070ccc.png
2075,Street Fighter II': Special Champion Edition,GEN,1993,Fighting,Capcom  ,Capcom  ,,,1.0,0.3,0.31,0.04,1.66,https://www.vgchartz.com/games/boxart/7960574ccc.jpg,https://www.vgchartz.com/games/banners/street-fighter-ii-special-champion-edition_banner56.jpg
2076,Super Scope 6,SNES,1992,Shooter,Nintendo  ,Nintendo R&D1  ,,,1.06,0.38,0.15,0.05,1.65,https://www.vgchartz.com/games/boxart/1620986ccc.jpg,https://www.vgchartz.com/games/banners/13069506460ccc.png
2077,MySims,Wii,2007,Simulation,Electronic Arts  ,EA Redwood Shores  ,7.1,,0.9,0.54,0.04,0.17,1.65,https://www.vgchartz.com/games/boxart/full_5291444AmericaFrontccc.jpg,https://www.vgchartz.com/games/banners/mysims_banner27.jpg
2078,Need for Speed Carbon,X360,2006,Racing,Electronic Arts  ,EA Black Box  ,7.9,,0.76,0.69,0.02,0.18,1.65,https://www.vgchartz.com/games/boxart/2714961ccc.jpg,https://www.vgchartz.com/games/banners/need-for-speed-carbon_banner88.png
2079,Plants vs. Zombies,PC,2009,Strategy,PopCap Games  ,PopCap Games  ,9.0,,,0.04,,0.0,0.05,https://www.vgchartz.com/games/boxart/full_1604043AmericaFrontccc.jpg,https://www.vgchartz.com/games/banners/plants-vs-zombies_banner66.jpg
2080,Watch Dogs,XOne,2014,Action-Adventure,Ubisoft  ,Ubisoft Montreal  ,,,0.91,0.59,,0.15,1.64,https://www.vgchartz.com/games/boxart/full_7106511AmericaFrontccc.jpg,https://www.vgchartz.com/games/banners/200691872078ccc.jpg
